Samples,H_6h_1,H_6h_2,H_6h_3,H_6h_4,N_6h_1,N_6h_2,N_6h_3,N_6h_4,H_12h_1,H_12h_2,N_12h_1,N_12h_2,N_12h_3,H_D1_1,H_D1_2,H_D1_3,H_D1_4,N_D1_1,N_D1_2,N_D1_3,N_D1_4,H_D2_1,H_D2_2,H_D2_3,H_D2_4,N_D2_1,N_D2_2,N_D2_3,N_D2_4
TEAD2,-0.787579094148681,0.0448610841464414,-0.623572121257386,-0.1872518536566,-1.66705829623933,-2.33829651942773,-1.40341969662979,-1.74594973445077,2.41203704701309,1.85609096492738,0.448500064715641,-0.51829713332053,-0.792804071684345,2.12528916941513,1.97904548736468,1.6992231193498,1.3739603578695,-1.92633165956982,-2.30757012651687,-1.92273223083526,-1.21629807995665,1.45438364300251,1.02929023856715,1.19544674958306,1.23846745249143,-1.26602809460724,-0.843089511700874,-1.43087348874609,-0.935733894923306
TEAD4,1.19858895628907,0.713204966214666,1.09828890631655,2.14968922203034,-3.22283768323978,-3.87697289194837,-3.51850827219545,-2.57483689488269,4.02192999030762,3.31881990130941,-2.07282559368038,-0.827891037748829,-2.14287952464859,2.63643100882734,3.14748073700722,-0.0177672896164545,5.04182375782792,-0.151229991222345,-0.781850554498016,-0.0928955323333286,0.487051914419702,-0.175979906909054,0.734855067476582,0.692313079352656,0.637248437026707,-2.41986758529703,-2.03760726879746,-2.64079975343114,-0.56019316224312
TFAP2A,0.371792482499479,1.00617610126976,-1.25467896493607,-0.213622811131825,-2.64304709910214,-2.86864247240326,-2.15813195563885,-2.39581762427749,2.4184542246461,0.368840442107496,-0.600157277662314,-0.681381289205194,-2.03149135925323,2.78194688023068,2.14984459644671,0.808280986432334,2.54081145513338,-1.4402729613464,-1.04431434389447,-0.0671520536967571,-1.57939010250073,1.36227575832837,1.44716420834428,1.86406821827114,1.41644151389811,-1.92072624502656,-1.5465384092901,-2.11829370774599,-1.93548809672243
TFAP4,-0.123514168341228,0.194788848284605,-0.40492377975141,-0.449869430455904,-3.18730517794668,-3.7610331359405,-3.52239525775241,-3.4530881831221,2.58754894415614,1.685240168978,-1.30146508783119,-0.709714404873045,-2.07492020854295,2.89101094434412,2.75623150067013,0.779518028199299,2.89796736396308,-1.51215421646492,-1.99488456856594,-1.14283427451119,-0.81151365191743,2.4521358592262,2.20058581059214,2.38719328552451,2.1239593107843,-0.773729115162132,-0.814903829795886,-1.57267512252289,-0.413863096887374
THAP1,-1.04843782743537,-0.597816210985598,-1.76887679507972,-2.24847975959562,-2.93755518834872,-2.66996691507083,-2.84658757971249,-3.6892344151843,1.83166892431578,1.35688908187518,0.546112267323868,1.33751356896655,-0.0894237773824567,2.73002098204034,2.60954689511333,0.845934288136035,1.11461945380364,0.094353756381284,-1.36817873983925,0.24035455632166,0.533779394766042,2.68485346270821,2.33336394227634,0.633926743433922,1.46662997412414,-0.629306294851118,-0.524896649972916,-2.49059088904361,-1.02268831315073
THAP11,-1.97148563012413,-3.21326436321886,-3.22133216891357,-3.96855940537386,-1.82399018798118,-2.39685272590368,-2.97273156030369,-2.37374570755912,-0.777415826218632,-1.43171625290642,-1.81621713176216,-0.825902469783054,-1.28906252789564,1.52144724222063,1.85531201958289,0.416649861103553,1.72554457293798,0.243004566671442,-0.0331083949830875,-0.221798528758105,0.618954400762846,2.65653946397353,2.41110506638583,2.85683706827627,2.71041402215868,0.19345177244556,1.013368930009,-0.5643427905748,-0.098744282069697
TP53,-2.42476625419972,-1.37064169975829,-1.17064271598774,-0.639947339082307,-2.53488248799917,-2.7855144005386,-2.84386671262788,-2.96142366428583,0.755310584435488,0.703045712703368,-2.13143605757064,-3.68222583856792,-3.08076139225736,4.13357096400403,4.27844616203859,1.93042403269862,2.40115453428416,-3.37559364797234,-2.92955610075934,-2.58465157893735,-1.32318055523331,2.29146482227415,2.76229697674338,3.24417351864739,2.79201714277151,-1.44599321960591,-0.755612134518734,-1.38768038540373,-0.239298739412315
TP73,1.61073560841645,1.3742756030596,1.16830671188612,1.83472300411569,-0.815814750133632,-1.46079142783316,-0.580933499751107,-0.340070702128151,0.905706197802885,2.1107292363898,-1.03419069165854,-0.173595264844504,-1.17659504577511,1.38421895314319,0.769287271265284,-1.3494309399053,1.03754948271958,1.26201829591148,-0.110609924605743,0.462064503198798,0.448589714070179,-1.38617320141615,-1.8301172773688,-1.35195345469867,-1.19891058317251,0.678062320360512,0.800054284700398,-0.364784473278187,0.202475631491541
USF1,-0.208227001085311,-0.410430078972375,-0.44366650910836,-1.41231047962933,0.179569848580282,-0.0899992544149323,-0.647526484959352,-0.0893598020700917,-0.0162629994085063,-0.818652054536257,-0.129408386377154,-0.0258059377199928,-0.85936210948678,-0.211491791608229,-0.0582066208105112,-0.0632253824680396,0.918039814186956,-0.1179403817208,0.578228423629789,0.638491397497989,0.424842933662648,0.0579187115546465,0.520515859663042,0.374403339245154,0.402548299061178,-0.0847526192217095,0.562125089368251,0.404729596585007,-0.134603899600318
USF2,1.45941535863482,0.0142978470588876,0.192084739176071,-0.633168923691005,-0.958382247449088,-1.77771255076617,-1.9860394713676,-1.20596778170097,0.266356003991415,0.29065354817239,-1.46775762446498,-0.361423870220078,-1.51715879040805,0.856028166047796,1.05592494684715,-0.455113999476122,1.24000105794983,-0.764718647041111,0.209911990301619,0.0934312714385412,0.603461590526774,0.213131584073962,0.216761958770279,0.549056682706217,0.346858863039601,0.830947030671324,0.754416648585722,-0.305330454371019,0.202062326430596
WT1,0.661613314023029,-0.668796493901447,0.326398389418986,0.0615353602312122,-0.109450228089359,-0.592421068657647,0.250974644407079,-0.215257165740074,-0.370749314250956,-0.682349765317085,-0.201603920159394,0.547559360641861,-0.75896000688579,0.267570966768528,-0.808300292475505,0.568777815339702,-0.195467098097011,-0.4546424680288,0.0393378617469201,-0.338316620618738,0.542785030381002,-0.0853066854942427,-0.170697114556098,0.0339070486416707,-1.03032532674705,1.02033786889075,0.844349024543243,-0.303662982322347,0.467594035545924
YY1,1.44649027217859,1.29345813937763,1.27301188853802,1.5848772479082,0.712302816150581,1.43973326417204,1.25661109181649,1.28583281721772,-0.811276988170705,-0.226930631338476,0.791247720423248,1.20757372786951,1.66328658388381,-1.46174978628988,-0.285669310449891,-1.44022525721805,-0.3359893717605,2.36194763619784,1.46894929445534,0.709315272522656,1.6097969971039,-2.88518070201618,-2.1852906320758,-2.07090658710841,-2.30908939344799,0.438349027123266,0.201851951290947,0.744818165760643,1.12462266729604
ZBTB7A,1.84442857187684,0.796644041355531,2.82704212774387,2.43594889135347,6.01650978969974,5.43061484203802,5.92865779274673,7.26167936071048,-4.26198663276756,-2.06892882526545,0.290934209783553,-1.12960988338874,0.760159722364567,-4.88879426116744,-4.53753131444453,-1.62711734521494,-3.358891395728,2.42762903722053,4.1808186659878,3.07702083647247,1.26530294137064,-4.56827503984986,-4.18737607601426,-2.45579993992199,-3.49967916253084,1.29509168422879,0.615829394076895,3.98341395266338,0.796204478080002
ZEB2,-2.73586217263734,-1.57125283464207,-1.21271060043601,-1.90798976455279,1.97505987491975,2.72027288991553,2.10559067390547,2.20657174985564,-1.96968508170042,-1.31657629244609,1.90075439904979,1.78654395653478,2.70594576298002,-2.59439575308797,-2.55230759199936,1.25527191825226,-2.31578665134168,0.503344445683981,0.645796091908369,1.09617736069292,1.02352090883815,-0.0117558083909034,-0.556343838075551,-1.78228402570698,-1.15517370183613,1.33889699034495,1.72028953132425,2.02031817944129,0.780615327920039
ZFX,1.73581365783921,0.580793282360017,0.944467586579254,1.0856568713749,0.165373883230629,-1.29185970387262,-0.187097495674874,0.448506169226575,-0.988354576556603,-0.819756877010116,-0.580839349164145,-2.12197240547484,-1.18207971313085,1.28258479667563,0.237160186789719,-3.22555103067784,0.160201810733502,-0.36792966108467,-0.885205140475721,-0.75305302461434,-2.02149657758052,2.05746533392305,2.84069078933797,2.86052371903414,2.20778542681302,-1.27051254434008,-2.78364859442421,-2.70198184967977,-2.03050491940875
ZKSCAN1,-0.206656268956101,0.669677054267545,0.0476937414516858,0.271040254677709,-1.82798593687413,-2.08524844420475,-3.21379931092301,-2.89243711996412,2.59274582418596,1.91166140760446,-0.927573280716213,0.348336846155663,-1.98897439531434,2.22364524589833,2.34103226903358,1.4879312950461,2.61302757812116,-2.14781498525381,-2.11220012717005,-0.991925944687134,-0.670720857580151,1.74736660967422,1.79948489440261,1.11524818359755,1.57546158420494,-2.72108814874452,-1.13747953652615,-2.55579314548904,-1.96823310338223
ZNF143,1.42545528900506,1.10341340572335,0.408315871933718,1.62777150808818,-1.65424061676665,-1.47390240587192,-1.59059767927922,-1.19740317889492,0.57465344758366,1.61022302515537,0.199459161576039,-0.959183404876637,-1.06047278806512,1.37307291036811,0.925392759564032,-2.3119414085354,0.826929207544243,-0.442680752558503,-1.35486808318365,-1.79708037022198,-1.42824745288563,0.454206906917568,1.12479602856904,0.851961885110759,1.46179258598929,-0.0313122770911737,-0.8605012380951,-0.535248274282096,-0.0706010342684055
ZNF263,1.2007179608319,1.08654774118908,3.36561394588705,3.13449564375862,5.49293165729941,7.39479132011324,6.74522941607066,7.93383898782803,-7.23490057506021,-5.18666330201876,-0.734872249854223,-2.28781022089256,2.005700700843,-5.38311683325881,-7.01053239631827,-2.59350480257418,-5.5124716914204,-0.119011895651966,4.27456619120537,2.27380491506834,1.1446445833077,-3.64718728967592,-3.03695202905805,-1.55373675299153,-1.58239992632094,2.16892900541366,1.85321266452758,6.18357686495352,2.02680001923145
ZNF384,3.7283642914275,1.36421338585631,2.41572281144509,2.42378815683759,-3.25213453405055,-4.66240930887928,-3.61903861523107,-2.53809412644154,4.8684908652004,2.57951450741466,-2.82060646827899,-1.91243316629139,-3.72374643692989,4.90374386112187,3.75999177838111,-2.33179370987991,3.40966708605072,-2.45164122419861,-3.60794640092856,-2.98051362186904,-3.44078277017342,2.87222198367441,2.59558680950917,3.11030183650435,2.948347557153,-2.28989419607415,-4.51890791432464,-5.58400592407948,-3.95057271452355
ZNF639,-1.46004055749519,-1.03705069457571,-1.14945952750217,-1.90368230032341,0.0762950783293874,0.667936458554215,0.151741119418679,-0.559915822835944,1.78228273629997,0.440114751921821,1.28119662663523,1.92457479561987,1.2352371571573,0.403658770262611,1.1683004273299,3.63018105547537,0.187326085786862,-0.601139429496835,-0.572083606027841,-0.504515401364155,-0.330271303277092,-0.796691342063805,-2.3220854355518,-2.65599891803333,-2.44342827612768,0.426151450477953,1.19663027767439,0.127257862697828,0.162141467116053
ZNF740,0.64277425646405,-0.529805951467886,-0.703812734173569,-0.537739352805021,-1.66994958467134,-1.80779886548304,-1.48600506118548,-1.12354358613535,1.13743119182047,0.0312653740706446,-0.111729057926418,-0.482977636884145,-1.22924035386219,1.64734413551638,1.50588715969611,-1.31696608739722,0.686632942429405,-0.982555990029813,-1.61507850505597,-0.158122376755049,-0.812466968731421,2.60248409474093,1.80741626774954,2.21784521326938,2.05528874111227,-0.0261892439646579,-1.52084563618646,-1.88579171004363,-1.30100523176236
