Samples,H_6h_1,H_6h_2,H_6h_3,H_6h_4,N_6h_1,N_6h_2,N_6h_3,N_6h_4,H_12h_1,H_12h_2,N_12h_1,N_12h_2,N_12h_3,H_D1_1,H_D1_2,H_D1_3,H_D1_4,N_D1_1,N_D1_2,N_D1_3,N_D1_4,H_D2_1,H_D2_2,H_D2_3,H_D2_4,N_D2_1,N_D2_2,N_D2_3,N_D2_4
GRHL2,0.615512110808845,-0.146268479751883,1.03926737276462,0.0465557227528276,-2.69003347881713,-3.6051329766471,-3.21655093295959,-2.5026425010276,4.56750784091451,2.89233982516851,-1.66908433238247,-1.5681450941028,-2.85664015568594,4.06920837246428,3.45109178207283,0.802985635115856,4.98948434178595,-0.383558485037587,-1.58446253271725,-0.977341779710932,0.164092965946578,0.612356834393432,0.92866156920821,1.14960061985295,0.971499449975872,-2.02993854089277,-2.32209003412426,-2.70177090766896,-1.07338326073458
HBP1,-1.70636983531596,0.191464248819085,-1.3705281251073,-1.75595008655189,3.23782610172603,4.22626593936978,2.52685250695754,1.85458780303428,-0.952742501874312,-0.868003703932289,2.64380430912232,3.0444319036335,3.02991425275381,-3.19567429988214,-2.48212270867691,0.45059116985989,-3.18433083809646,2.63626759916147,2.56150913868498,1.63598189785981,1.65421214850855,-2.39983392892561,-4.09723341871282,-4.4805633889528,-3.49739921970787,1.9893852232564,2.98214147510472,1.91599797352305,1.61539845155668
HIF1A,0.128814066718092,0.083133295740676,0.534679348224046,0.541531605349797,-6.73661687409093,-6.43831021608766,-7.50951054911475,-7.22931741735168,4.54945176157459,3.16495964276702,-5.09878073306322,-3.43581320058672,-4.25092907661001,6.0812298377321,5.28063422020824,3.41752889825013,6.00561801734839,-1.25802971838429,-1.07298023743484,0.76449107481222,1.44492282903488,2.87359177942793,3.40140292391417,2.73881448542218,3.76500248009985,-5.10841256952153,-3.8130047037508,-4.02464154075015,-3.77878839730595
HMBOX1,-0.363129278962572,0.879296147550045,0.755943796010203,0.69516649319548,4.14909338496134,5.38601272028399,4.03677567231042,3.18440845719623,-1.92754095238822,-1.35562459663862,3.1194236209393,2.74343616507515,3.63184453651982,-3.92044158747917,-3.75059156239464,-1.06294898725772,-4.11822001803725,1.34441339008387,1.06127792261142,0.481669239328885,0.0916184704908768,-3.03449720857985,-3.52497338214091,-3.61481314309877,-3.10775474641871,2.18191851964574,2.67286140558048,2.87974018273355,2.34687112878734
HNF1A,1.1698902195602,0.813815225379854,-0.501816891437618,-0.00638693885920905,0.0707469858912404,-0.221679373248182,-0.994661063224167,0.785661214784321,-0.900627644170792,0.399340485725319,-0.77913151337368,0.362823161105365,-0.171563687363047,-0.253849377579933,-0.300226138315203,-1.43729884620234,1.22773519503779,-0.71521280392529,0.840451554615017,0.437662434609993,-0.61804970224761,-0.733682462959092,-1.36791222418556,-0.984111895056185,-1.67916138970517,1.69891104008092,2.58931899740827,3.45523916747987,2.86060115227345
HNF1B,-0.498207463361105,-1.2939674230663,-0.288905177823827,-0.317511852447562,-2.02541020476972,-2.15018214395949,-1.52683510772815,-0.641581305154953,1.11825804937163,0.440848045293813,-2.22287896700783,-2.67655956218946,-2.85854817568433,1.34183394070035,1.07233776646649,1.06931045220511,2.09536984535179,-2.40948081162374,-1.2204934417103,-1.07795526657755,-1.38447193466577,-0.13617951321712,0.252410082613075,1.61717015002768,0.988802513536376,0.884405116877063,1.87372464000951,2.34214071426888,2.27966473894402
HNF4A,-2.39270450551747,-2.017071600424,-2.35968818057432,-2.7462768710083,-4.41838139632224,-3.08434739787088,-3.31685009183415,-4.00698990890062,-0.544372790889794,0.933820588884848,-3.0598097047191,0.541452749396359,-2.17059091537219,0.193547428350588,1.22710476516562,1.07683198863041,3.01076380481856,-2.07387658995444,0.361588474287056,0.0064129432034079,0.140025433022051,-0.553337167715828,0.345537924007968,0.124953337084338,0.463143486854645,3.86200422418133,5.24399699846468,4.23399457100002,5.34816049871927
HNF4G,-1.68681589143176,-1.70709565272246,-2.01296715756563,-1.58387869117804,-5.60443887181957,-5.5472779550876,-4.50459486931667,-4.66098398098755,2.45805974679965,2.33359696669713,-2.69672227605478,-1.44276996955321,-3.8469585609527,4.49289898950198,4.39378272402263,1.8034619176091,4.73779920333625,-2.79745357679429,-2.07623535629456,-2.15266682173383,-0.241193786823967,2.26030219894827,2.54048196913811,2.3216275873671,2.48690320762532,-0.346778618536178,1.1920747238392,-0.0662766554381119,1.43718510354139
HOXB13,3.18714226837491,0.54374510007637,2.42990884624454,2.25045654139186,-0.558130354057182,-1.80641344064829,-1.95316963577275,-0.289974555878433,2.72388368510297,3.09279171810158,-1.01215977816971,-3.06534221360738,-1.7476449658786,3.49649487393605,2.70120266324188,-1.85385032511987,3.25407222540108,-1.96049440126718,-2.81768206690278,-3.30487255350627,-2.90659312193504,1.05098810340037,-0.209050933105821,0.565012791067659,0.591287456407005,-0.0623585194697632,-2.32977842318561,-1.82046158738342,-0.906309866803852
IKZF1,0.463468740421499,0.931100841070052,0.268268235840926,0.412030765353524,-1.6321878226091,-2.59859711362548,-2.2720511040486,-0.824523428036344,1.70565896511469,1.0154365961339,0.510038109041514,0.147093158587532,0.123629660489368,0.361403439093446,1.11864734051836,-1.93003284325216,1.23178599613439,0.936311404678849,1.33194980973334,0.87800170235162,-0.358567142786007,-1.03466521559968,-0.682025621725053,-0.340868681649152,-0.0990822019121983,1.16647015300859,0.302885919558464,0.350302392372205,1.15753377239331
IRF1,-0.968687316304419,-2.80216924253981,-2.26879325375189,-1.28308705302092,-1.16340584145522,-0.558702577298929,-0.405935463621401,-1.21597711031665,-0.811770905077805,-2.59689172355736,-0.0257567934396266,-0.549247220350071,-2.09379197344878,1.20829533828752,1.82155067358997,1.47930786327394,1.02629974711229,-0.502712009059305,0.107831530679133,0.00165951293472646,-0.482093876757441,0.443646866780329,0.756958599444253,1.35485821664334,0.503844644867656,-0.137408805637523,2.03129716386022,2.94585294240865,1.18046042541817
IRF2,0.845644885568417,-0.206480640010474,0.817966088786065,0.482714554655359,-1.60538918965732,-2.129790865163,-1.86248802448857,-1.86324948101661,-0.919504046501614,-0.996186308857116,-2.27176390157503,-3.32951504279643,-3.37425640212136,2.64666947207,2.53706539670956,-0.0640278484175046,1.55749173885197,-2.43123927713757,-2.36141327061723,-2.76808787665287,-2.1106465505299,2.15358531707897,3.55358284999655,3.9332025599851,2.72257216168686,-1.15724113580412,-1.90093598312272,-1.08191946095325,-2.26760305861899
IRF3,-0.480804256926268,-0.231392760105008,-0.102629230621876,-2.00315325964252,-0.59661977280887,-0.367932817199563,0.0281244448074397,-2.08536103329879,1.95422489508212,-1.10517084492131,0.489989102993727,0.863097716429057,0.272377156289673,1.33227362127294,0.752537234820851,2.9975260200755,-0.96809288454441,-0.842289416609177,-1.39399942121676,0.215165708017559,-1.0635051738234,3.378621685608,1.82270922424377,0.0964825222375015,1.18394427767757,-3.2835905162807,-2.07072924522547,-3.19011945102401,-3.62357707929044
IRF4,0.305839489091146,-0.320007887180495,0.536361903591194,0.495774008125045,-0.996870255562634,-2.74423870809171,-2.29862617377264,-2.21699608806933,0.772165189648387,0.669298303704047,-2.11634130767772,-0.569204060093725,-1.64650419010667,2.63681291453929,2.36260295041026,-0.76098090724129,2.81928456400696,0.243267614041383,-0.691400135454032,0.345800622014023,0.194977939524562,1.38218906397127,1.18767002266067,1.73112417624224,0.722405867955432,-0.942136652388229,-1.41188264875528,-2.19971533451285,-1.71443655165804
JUN,1.79423240183824,0.334494949235025,0.817999160292718,0.367215394823226,-2.7869315800246,-3.45893925205087,-3.91924669346288,-2.57262568656326,1.08493817251339,-0.307685267083765,-4.80818989656921,-2.64607706038242,-4.14588656566308,3.9826466446468,3.24716170830404,2.44280978686232,3.36492042604685,-0.523398842154425,-0.271085487508558,1.52557719869691,1.32786470500293,0.362624622216998,1.97566829837453,2.40500493713807,1.02592361014904,-3.49561321687692,-1.95720302163991,-1.29043790167694,-1.96413768002766
JUNB,1.06916014975849,0.491491893329153,0.462399476019396,0.858060339169205,-3.58033712629051,-4.08844687636753,-3.89161994628704,-3.68804155117217,3.38330221109106,3.2473940415689,-2.35709560821781,-1.3469280261848,-2.83122107899935,4.37901922195618,3.70081107730842,1.57024032645134,3.76503104325686,-1.81107834852374,-2.06093646800171,-1.03289745217118,-0.545682298939738,1.53162487421491,1.84211402038915,2.32941268682979,2.17471667704443,-2.80889730472793,-2.33910748170256,-3.14411384355593,-2.52912386823513
KLF1,-1.43905830427042,-1.53420414037106,-1.0955480499068,-2.08645827523071,-3.4304136956299,-3.2694659043272,-3.03942623093251,-3.44131037373155,1.81235964271455,1.07882052573367,-0.640374340020884,-0.0715405938177633,-1.2125449590684,1.83982070222066,2.50210487602019,2.08753727138888,1.8210590769726,-1.17523211234729,-1.15535832543688,-0.66561235356592,-0.102164092443867,2.67017846421859,2.87615088080166,2.44839993094025,1.58157163491452,-1.55038712286401,-0.369168522137237,-2.18308104498982,-0.8503112559466
KLF13,1.35841044679553,0.570325099072898,1.48153316162359,0.779659690088203,1.26970584810312,1.89379680588885,1.86017806187185,2.18126263648218,-0.834248523980639,-0.100936421336472,0.257419632104711,-0.160635286055469,0.875925155246966,-0.47243470381279,-0.613496035203247,0.0480964749999238,-0.436092228404396,-0.425296750621731,0.28559021304913,0.00749996648599901,0.0723855830915008,-2.5320875922329,-2.37245697779926,-1.70954844242653,-1.48389356619033,0.793727749647377,0.72793647124238,1.63080877283661,0.302391273026623
KLF5,-2.2183058413909,-1.59359191696052,-2.16617876386004,-1.95330446005175,-6.01274160845409,-5.65523357675573,-5.73119365563665,-6.78317975651094,4.07847218236349,2.66046214530729,-4.17984721554806,-1.89233538894417,-3.78943393792478,5.65953499176412,5.17590348277414,4.19425671141174,5.25984670328249,-4.07731304501245,-3.80321365079429,-3.24708584323843,-1.02297866941739,5.58175801260193,5.48805907581796,4.97409466866058,5.21403006974287,-4.95427475916784,-2.60722989710069,-4.66585452345741,-3.07173956408252
KLF6,0.437653072509397,-0.675230230762653,-0.545289122074688,-1.12017094984425,-4.11230410065003,-4.72465945783305,-4.15612076402134,-4.27994841191125,2.45940280859595,1.33022345788813,-3.3945976488202,-2.85273065332568,-4.26852108483632,4.46861091897914,3.95035286047579,1.40659861259662,3.33029599104493,-2.11629764253988,-2.66614534508429,-1.32374880979527,-0.294400265513681,3.59299925956452,4.03834984422181,3.80491254875059,3.54389349115388,-3.56066333340987,-2.79000210432955,-3.72600229690215,-2.67658765735397
KLF9,1.38237664442825,1.16256647224615,0.960520995093527,0.684792501769257,-3.1576524982461,-3.92489249501741,-4.0204952525202,-3.64848800395157,3.99892342759157,2.98397137652379,0.142663654545281,1.23763563574548,-0.711594347175434,3.10049445516626,3.50897536315985,0.187146565919602,3.11344763082898,-1.13058554688314,-2.15905306999803,-1.33071210083074,-0.356494161676743,2.10854290621649,2.0215130478044,1.78881303278703,1.72173757144259,-3.32602838607126,-3.41729356861245,-5.21532270075167,-2.46104942432725
KMT2A,5.62635154862108,2.17513272271,3.78617785591057,4.61072374032426,-3.46110591095993,-7.29372327502197,-4.16328165733194,-2.64745626176017,4.52557538949377,4.5145420343122,-2.78354094370716,-3.57827526081607,-3.26581376196169,5.33628615567006,4.91199974157247,-1.48775200695034,4.97363601695696,-2.62367069027555,-3.7825366793163,-3.29300463171624,-3.55044703129094,2.47316467673834,2.88768306628229,3.65762513066308,2.41793794423824,-2.37550629277895,-6.41733982768013,-6.69870251067168,-4.92348862045916
LYL1,-0.650328884890414,-0.541356359874684,-1.03306055270835,0.165977224273007,-1.50100669975157,-3.02015872520482,-3.48362563900272,-3.90393061108457,3.76744572120176,2.57953186500976,-0.327256512078504,1.83164662415628,-0.435087453408316,1.85735954521165,2.38115657737438,1.50993063614356,2.03769311463034,0.266101438164167,-0.666443938517351,-0.0321898225179114,0.592409931917036,-0.582668052170634,-0.0815367387809428,-1.47881392023213,-0.212447276708041,0.504871813898324,1.06457075155778,-1.60402471461409,1.1909906962253
MAF,-0.0803354658722937,-0.0466943009795586,1.6196944468859,0.307667791036239,-2.16221078024378,-3.52991754332783,-3.40362174433682,-3.94116262527501,2.95175229673664,1.82855797537873,-1.88553203454361,-1.23836084575289,-2.3577966058617,3.0224458789996,3.41559452284354,3.15224362209388,3.60915885665794,-1.862571144416,-1.25179694613909,-1.15002632507397,-0.554245711086785,1.82600167468395,2.5652606827073,2.80722420541063,1.89377355006498,-3.04559876672399,-2.26522242436537,-3.40317674277895,-2.53285213054375
MAFB,3.58921355650752,2.42806632311143,2.99521759166324,3.13264993232637,-0.842615330556694,-3.17175526261577,-1.69658511568455,-0.120856315984874,3.17369878304877,3.20261733479993,0.0288594927124858,-0.0319558867593816,-0.0756102579915753,2.91564074982481,2.79535863682134,-1.93167969150885,2.41593688331142,-1.61007670344265,-2.26150320218215,-2.02235905939486,-2.11886976443032,-0.743504333479052,-0.163924691538354,-0.316796645979677,-1.10754574929771,-0.476380346167216,-2.54308999360299,-3.11085047669668,-1.16918495924875
MAFF,2.40036537193915,1.68180413757031,3.0948926522032,2.92027252742876,-3.03734299568599,-3.67503188130757,-3.43856178696788,-2.94658302912901,3.37876013175927,2.36445720159511,-2.10571794079848,-2.26714275833178,-2.77273635909414,4.14264412966207,3.02119584573153,-1.14928809556709,3.69331311391709,-1.68504833501486,-0.793367346135079,-1.04277094242276,-1.05357484792445,0.819863310196783,0.898313008595488,1.01925407303472,0.167441232724891,-1.40253274417069,-1.87941826730386,-1.96532418779275,-1.20105412502203
MAFG,1.58949586520616,0.711994772541722,2.24769675519055,1.22790279577554,-2.23842726208884,-3.330305084939,-3.19409635316237,-2.06274246972965,3.40672220085405,2.51680191510582,-1.67899269233817,-0.960199971476361,-2.09132371098918,3.48530148603744,3.41908844141503,0.0438305921439825,3.55135479040148,-0.864189260700721,-1.29004898310752,-0.600768529262258,-1.03716579222682,0.325414119613608,0.20193367807596,-0.260968464997161,0.472204605572774,-1.47731168057793,-0.662727457269459,-2.03568621843938,-0.652893458195389
MAFK,4.21788916312357,2.87316539483858,4.68275229832382,3.54868752580852,-1.26047907382225,-3.19875616083893,-2.28775535121647,-1.46604443863381,3.91749783768105,4.14117473962101,-1.52079029033852,-2.09046778189581,-2.19120232062176,3.20129235085725,2.71265101174478,-0.890838244407438,2.3757739780755,-0.583258863961012,-1.79890277964302,-1.24784323037197,-0.629853040460083,-0.76547153824837,-0.608448214909897,-0.530939149245244,-1.69776872242341,-0.621223188186954,-2.5863411533098,-3.09359866256273,-0.8308863409651
MAX,0.73233642423732,1.48479249855678,0.528822852273476,0.946678951806498,-3.81814842132075,-3.7857876070052,-3.56548203672725,-4.62534452417808,3.62948203052132,2.91199747263627,-0.713813528765235,-0.308781319883114,-1.33352659050666,3.28541457543593,3.44045951927398,1.72366847354185,2.54796657721649,-1.88128016314318,-2.68242451360431,-1.5404686968611,-1.29528523724594,2.18285738156939,2.34206803272437,1.61110978903924,1.87603244911478,-3.05337079971731,-1.99938309520961,-3.88090014206489,-2.01394545507452
MAZ,0.703207155299791,2.64177577959188,0.337551600452258,0.621007468078913,-1.0058868185216,-0.809416784702075,-1.6865006982782,-2.29599925171735,3.66997273395344,3.24460061361949,4.08131813109322,4.39904838935206,3.03238824085902,-0.159937194168209,0.0682513062494074,-0.652436942409348,-1.31677318542519,0.886761884846488,-1.08825024426043,-0.0960417103706099,-0.484398743962367,-0.0490144049608104,-1.06262245866037,-2.10997770216002,-1.81265956038014,0.112384308090338,-0.691794160306913,-2.65685397939724,-0.335375343777779
MBD1,-0.413776344646404,0.321650182765207,0.296919585870697,0.971506240332967,-1.56659263068222,-1.1865556061673,-1.82041513636122,-1.00279293837248,0.759711648970744,1.82318596653404,-2.63051937971001,-2.05234917136721,-1.62815163331447,0.178951707647229,0.744007243852652,1.31491980035185,3.31286283183333,0.0673497450040848,2.54271243853345,2.20962126140894,4.27890270634028,-2.87093273092351,-1.03973161909827,-0.0875731572562125,-0.197925098510586,-0.599614499935481,1.40611178292066,1.03829415955537,1.77715040108681
MEF2A,4.25484722176455,2.33139784399616,3.5032256309178,2.81005804039227,-1.95729117730462,-5.3373159419351,-3.69782028466834,-2.12647072066537,4.26304434029663,3.79672047685534,-3.34452969479442,-2.76629619543509,-3.96563606114456,4.49526620153587,3.96356881257351,-2.43719375035318,5.06462190191686,-2.58168665903673,-1.72434878519939,-2.40950210984904,-1.50384385975774,1.27663598357621,2.02911246630135,2.77723298965013,2.16910542495526,-2.88687675703063,-4.57332705109861,-4.5985548974438,-3.14543024157208
MEF2B,0.827609867997462,-0.105624005994596,0.810768327685326,0.230823858381162,-2.99486931108707,-3.54202581032976,-3.8620031306182,-3.03960011510338,2.9045077869078,3.27081020722349,-2.09082145885353,-1.41881452662708,-0.669941158570841,3.17699571367942,3.57657438973066,1.36866199446196,3.99296831371873,-0.947743652417041,-1.60868031866049,-1.4611880139902,-0.62145826332473,1.7592246040062,1.48255096794856,1.69703000015004,0.99297040120894,-3.26472233263423,-2.8286958180206,-2.80330273860812,-2.4776839235398
MEF2C,1.89023566569076,0.685460076519291,1.2747335635928,1.98642678339748,-1.51429076496638,-2.11112885322705,-1.17749835693644,-1.75429130270817,2.4411031649429,1.25098354182645,-1.10566927322339,-1.81727109142032,-1.30913667924587,2.5262369163666,1.60410302306765,-0.329716758188996,2.83000428009285,-0.932201861744572,-0.122282011800426,-0.0740044259296127,-1.30791994916497,0.0647685460865961,1.11240876695949,1.01542133177117,0.430709894702623,-2.00353631285887,-2.29173368054106,-1.53222356887788,-1.89574536664374
MEIS1,4.84368567013767,2.63617485606177,3.0079265208228,3.28575600390576,0.0185853405731607,-1.79682269750947,-0.774373856416616,0.543778504153781,2.19309684489598,2.35821724459726,-0.398753957706543,-0.856652389779556,-1.27383784125298,2.18506075668371,2.18578541412496,-1.49623151411024,2.64512133797002,-1.03739992868113,-2.13782966748952,-1.94170507187493,-2.77069897252971,-0.978822393643281,-0.44142257123944,-0.356761506912851,-1.63831740615469,-0.315131123259903,-2.53721762593038,-2.92456212116256,-1.70452832994324
MEIS2,2.93940388853835,0.988166699547232,1.8628267679579,1.0861403540073,-2.90037993556505,-3.80512074954855,-3.30907568363094,-2.48555824974638,2.65375349099821,2.82522490626114,-1.95400862368672,-1.85252143896708,-2.69446833667393,2.53633109455825,3.16155322585336,-0.170366744436745,3.66083863205486,-1.43763479632418,-0.214687634484143,-0.00403955039590515,-1.21770189649323,0.674197159619211,0.080595970366011,1.33301924432699,0.289923879076387,-0.73751945660631,-1.68644342115402,-2.1742085897517,-1.10466441857895
MITF,0.607503776622366,-0.367151273134821,-0.216579995711066,-0.451246823642252,0.247581061177485,-0.441327079788753,-0.794810397445065,-0.760738361465467,1.54798850913334,2.35735540170937,0.318941091856684,-0.590176104000651,-1.02794544227999,0.28675592634689,0.75765447950087,-0.666157080203021,0.867498206380278,0.195560900240695,0.341773568577999,0.138119842814556,1.37760540865368,0.337675418150797,-0.104017345051184,-0.468179709743897,0.12202122849392,0.0820560513285785,-0.669527013830782,-1.85245009427023,-0.918728462564824
MNT,-0.359020937096079,0.353636923819496,0.979641801343163,1.21293473493631,5.06431303915571,5.36765366229766,5.02573349466341,5.79332347985234,-2.66646255908392,-2.34382779930776,2.71354577716807,2.13344019690515,3.61297199553837,-4.71976158368246,-4.87426905366343,-2.24527293278497,-4.2133792102853,2.54716667475403,3.19373083694248,2.32903144726068,2.36993531349319,-3.79030242148625,-4.10658064297623,-3.70884482981019,-3.50538392952938,2.19948367289505,2.09852423949958,3.81764927621994,2.10550801723228
MTA1,-1.03370421625525,-0.613683159065435,-1.98308997500683,-2.16131933995135,-2.01920451363888,-2.09354084450981,-2.04196756971649,-4.11804660060381,3.20274902470437,1.00122799280633,0.743846916995095,1.83472349932143,1.00810771462021,3.12469878708233,2.98335994065675,3.28159051294151,0.471361648720297,-0.59173369703881,-2.05990054009315,-0.850731244368737,-1.34515235041404,3.06825242638468,1.8779905094333,0.156579007918744,0.740796911609233,-1.80631993510748,-0.331087801147116,-2.87818537389018,-1.77558071396477
MTA2,-0.808128068353121,0.0740599566094937,-0.866904350965162,-0.32221366343572,-1.94919999117834,-2.18456072920641,-1.98331572108694,-2.27854119464676,1.51358298996616,0.854181236344866,1.5198317722255,1.9210731662236,0.372100234666901,-0.0522668714816315,-0.357196483755782,-2.15629704371064,0.13294576651002,1.56428599391949,-0.212457065970524,0.291509006681298,0.9035489001042,1.21562232037343,1.28223702404363,1.02143753970463,0.98101202415155,-0.582022144435701,-0.051133088089252,-1.89098250888342,0.363798384669507
MXI1,0.626511709660525,-0.0330406873812925,1.29741408938815,0.165629634359424,4.8901139811368,5.4942194624635,5.22119925490417,5.04424495386497,-2.06726278141249,-1.93171474309273,1.91886105639197,1.60061308947264,2.75611800257439,-3.47937613849603,-3.35039407762738,-1.50537156813103,-2.83277366406769,1.75620801273256,2.31570001748073,1.57173881023101,1.2472009965137,-4.84078041015342,-4.77552486296833,-4.20544973929965,-4.59271463039918,3.16497852849742,3.27430886622021,3.9575649385101,2.31730150298533
MYB,0.717542295854355,1.17723694031908,0.0651843725944936,1.78894740873149,-0.782188293000482,0.386225986856781,0.30159692211925,0.142342712791177,0.293102571315841,-0.06180065194918,-0.108833540584217,0.0553611246190001,-0.442547321353532,0.387858239910495,0.438531375528412,0.593022576868568,-0.488744386112391,0.020233547974478,0.30937421725022,-1.89609318995846,-0.365186691606979,0.16022989124241,-0.371359858917071,-0.757776390146269,-0.207035728643237,-0.016709556853111,0.0562227972933494,-0.0947699692338418,0.0548559812887222
MYBL2,4.67584636572857,3.27714440614465,4.35959771500963,4.41740670967756,0.39943963466474,-0.972326172450807,-0.553257292023141,0.306514301786192,2.39416567809274,2.62608546978736,-1.67379830372536,-1.24482905187684,-1.28627032834145,0.301124914300643,-0.196284323834027,-1.51463542244746,-0.0352347589653594,0.974403351918724,1.62077975098811,1.75570749451778,1.19715476196645,-1.88397762869837,-1.75068486762242,-1.96201150179124,-2.29663153647745,-0.243062247926114,-1.63257916180967,-0.72729645193767,-0.906198475447455
MYC,1.45672079001203,3.32186373199157,2.59354872378963,3.95300814469534,2.90658675436561,3.8590233558388,4.58401504286354,3.68200521999501,-1.14481782076966,-0.704656703185853,1.85738737031174,0.131244230000201,1.35299001046944,-2.19029112333615,-4.09768231418336,-1.05328380124267,-3.48490423950345,0.967757755319156,1.29575438873683,0.998348943198644,1.10499113132318,0.866902595846172,-0.0790545138366435,-0.360679323089786,1.34367867286553,-4.50105257475718,-5.18471072651553,-3.48158548859602,-4.35054030411115
MYOD1,1.80212812187097,0.00765797661160965,0.771340240507392,0.50672576717722,-2.88545261748047,-3.61537418605196,-3.61461457490246,-3.40972503112302,3.18360622527785,2.60305059712463,-0.398898895649809,-0.377639472108277,-2.1330504492209,1.46036303726111,2.13178484840217,-0.439180342229948,1.80868884978579,0.321012075245527,-0.11626862134148,-0.150931387437154,0.542589844165661,-0.501760870794446,-0.413269804818316,-0.318012900920114,-0.606425511524892,1.21471097261955,0.783624894187642,0.271274730660938,1.6715049813349
NANOG,2.66413779233878,0.352509978697535,0.825967019854934,2.46050471431138,-1.00629950400658,-2.93652923990131,-1.61815456594192,-0.151776583638027,2.0775113507762,1.64637061345526,-1.27363958884948,-0.655556187904257,-1.80630810782714,1.42255211633529,1.89226201279596,-0.956414695369502,2.08734952332617,0.130561544379676,-1.11056263354452,-0.814564320654886,-1.73301789711935,-1.02871432436554,0.257528717408614,0.147700294000018,-0.483324583871577,1.42311026421413,0.424648275185214,-0.29202473616778,0.0261456727535366
NEUROD1,-1.79153611748723,-2.69121142307565,-2.87460218087363,-2.78900640445936,-2.83416715864698,-2.5047546735311,-2.82751949875597,-4.04786982966637,0.752291201917879,0.326360302283206,-1.63475140701397,-1.38805950212006,-3.11658385483533,3.60016081311257,3.54658776454198,3.20591083820606,3.94172961895925,-1.6991211156516,-2.46388436721498,-0.484381244572475,-0.694738549204131,3.46874003363768,3.4525611376654,2.18096136454992,2.40596846796192,-2.43225391471573,-0.49642565409866,-1.52709177775381,-0.899045260747318
NFATC1,2.385807515644,1.29228663993212,2.9975703287429,2.24314392017817,-2.96184284933331,-3.05925396995503,-3.35909478408259,-3.06595727538766,3.92045080838521,1.75936521020569,-3.12357881895637,-1.70491839770674,-2.87841813864577,3.01923088164071,2.89051899904337,0.598074808352485,2.50705445627911,-1.06149849265898,-1.05365040380598,-0.628286265017538,-1.20964410222745,0.734384116673551,0.937213681643731,0.622976589394604,0.583011094870597,-2.49366140456273,-1.9486748723203,-2.64619390600122,-2.25327586288536
NFE2,-0.970825159061225,-1.32023810800526,-1.3348613133851,-1.34125520274887,-2.99166840148385,-3.30179463587815,-2.98539258304307,-2.59306618421672,3.00932626225624,2.02491524661389,-2.0337296281924,-0.629723735708729,-2.67055784963987,3.11774205380899,3.77586167610319,0.929608154551815,3.03034776618093,-1.08721428659431,-1.2921489339618,-0.481178135607291,-1.24094898474673,1.73308058496769,1.69040423842635,1.32438534792336,0.547006019166531,-0.0113842198502603,-0.299952501965949,-1.48748669426743,-0.472504756811147
NFE2L1,0.231249032239159,-1.49684625371256,0.349938675903158,0.149277190897587,-2.09234553469555,-2.94363977009414,-1.33070425328256,-1.00464422460774,0.970263462119475,2.66551390131233,-2.12349453388101,-2.20632053464903,-2.9598157990974,3.21568903734245,2.13212370205778,-0.931287266090824,3.58473739359591,-1.92686064671515,-1.66946326745296,-1.76441704787697,-1.61692455490182,0.468148602927459,0.690939523042289,1.05825739570601,0.656999741310832,0.320212390828424,0.0702031658564148,0.374307598902272,1.29291125340322
NFIC,1.35553425985952,1.29057229050221,1.05663561027443,0.641760490697839,2.21213811830608,1.40469742453798,0.759604049383506,0.886796368820471,0.606194953390219,1.2817328130649,0.600077832265972,2.19845698781357,1.49549581780253,-1.8292928202643,-1.23496671154673,-0.799673382041301,-1.36417875394915,1.02015768800083,0.350487731269206,1.05414965842859,1.18459742067431,-1.69079396082526,-1.37735999098259,-1.90070638885389,-2.43287132912236,-0.14196999649294,-0.025374306346989,0.226137245985195,0.595212245686864
NFKB1,-0.495619603580252,-0.57687755347399,0.300370790299767,0.299711495785183,-3.08055862322351,-2.61565034959945,-2.41890589254662,-3.10065147985155,0.563997934524078,-1.93107063511896,-2.01083614728805,-1.97298971449673,-2.03367587058332,2.66458921606304,2.7606063424359,1.75071618490577,2.35490463257387,0.563090341148627,-0.345219238441926,0.961842718080929,2.47864092778345,2.19855391653324,1.69452020686961,2.57766298604496,1.68761330972265,-2.73786133404648,-2.13713175933203,-2.19434910475697,-2.3451676737502
NFYB,0.495242076431994,0.965591992531386,0.483171724034002,1.25924849210433,-1.34500267100159,-0.602728410973903,-0.997975611631912,-1.17492883992203,0.0490154002359956,0.812201936240569,-1.74384729756692,-0.99113236481252,-1.29962187527541,0.617508911828978,-0.572473229968726,-0.862678595670401,1.16491740048539,-1.07780062539452,-0.69066022041135,-0.131660022580944,-0.398475607879973,1.36353883620742,2.52019754807854,2.06612847891038,1.98709206661606,-2.85067303412949,-1.93626285557034,-1.08455394569164,-1.54603648168181
NONO,0.705543698598197,0.306146913149595,0.703168602714153,0.58148211417281,0.0215778302307178,-0.37999436330717,0.3330341207994,0.366295393474909,0.424090807850827,-1.14245467635662,-0.440994727558261,-0.919535315053114,-1.32008566838654,1.25257892356915,-0.173331142002003,-1.84733505486507,-0.93886879389658,-0.797741195690012,-1.6421422948804,-1.33311292567469,-1.60903087261085,3.69950906818848,3.41925094186362,2.94823529383417,3.0133402971997,-1.60599008233073,-2.6992543430584,-2.21895756504375,-2.48749834220401
