Gene	H_6h_1	H_6h_2	H_6h_3	H_6h_4	N_6h_1	N_6h_2	N_6h_3	N_6h_4	H_12h_1	H_12h_2	N_12h_1	N_12h_2	N_12h_3	H_D1_1	H_D1_2	H_D1_3	H_D1_4	N_D1_1	N_D1_2	N_D1_3	N_D1_4	H_D2_1	H_D2_2	H_D2_3	H_D2_4	N_D2_1	N_D2_2	N_D2_3	N_D2_4
ANKRD27	48.505	49.911	48.507	48.901	46.19	43.381	42.726	44.711	45.381	47.065	57.185	48.884	50.93	29.64	35.398	29.925	30.723	44.56	40.662	40.622	40.926	21.071	21.49	22.028	21.056	46.577	39.119	44.508	45.902
RPS16	531.606	575.154	572.414	576.391	553.741	580.841	610.43	578.484	537.321	525.092	568.099	532.78	541.209	554.146	543.987	732.682	511.728	495.565	466.788	528.547	541.721	653.992	649.649	655.053	697.184	430.951	432.965	476.709	461.463
TIMM50	40.168	45.553	41.825	45.449	66.45	69.375	74.397	72.471	28.758	28.291	64.447	54.795	59.33	12.869	11.371	12.225	8.871	51.747	46.752	53.129	43.725	4.936	4.384	3.759	4.486	42.857	41.851	44.695	40.425
FBL	295.988	331.563	347.025	324.169	357.845	363.63	380.931	362.261	282.013	271.512	330.719	304.138	318.972	234.965	220.014	309.066	212.043	297.42	286.81	308.907	287.297	243.051	219.338	197.626	239.976	206.765	197.735	230.453	197.795
DYRK1B	19.351	20.804	19.473	18.376	19.096	21.375	20.1	20.542	22.147	21.385	27.304	24.602	24.408	19.76	19.976	21.522	20.018	17.187	17.242	16.244	14.592	13.51	14.058	14.56	11.636	18.434	15.583	16.631	16.863
CCNP	0.631	0.636	0.683	0.66	0.77	0.828	0.756	0.576	0.708	0.755	0.521	0.641	0.792	1.356	1.285	1.301	0.72	0.656	0.618	0.528	0.471	0.65	0.731	0.526	0.633	0.985	0.985	0.808	0.764
GPI	954.849	954.21	991.443	950.036	511.607	544.628	416.174	433.177	1765.247	1580.822	613.441	844.808	719.253	2754.485	2761.506	2709.081	2729.277	830.734	987.272	997.37	1147.208	3530.885	3493.608	3442.017	3469.851	590.838	714.649	619.306	582.764
AKT2	80.71	86.509	78.187	79.528	119.476	118.181	124.88	119.237	73.478	76.801	125.692	114.801	115.543	66.255	67.024	69.419	54.619	113.9	100.89	105.995	95.402	100.001	80.948	67.137	63.035	105.461	99.508	96.162	92.619
PLD3	63.439	64.353	64.104	63.605	60.292	60.943	59.672	59.263	81.789	80.297	75.847	74.826	75.576	82.75	90.688	82.755	77.052	70.808	66.966	69	72.76	87.426	89.035	88.714	86.914	76.005	86.115	73.525	88.059
PRX	3.512	3.165	3.71	2.47	2.122	2.266	2.478	2.419	3.353	3.992	3.254	4.396	3.223	2.601	3.269	2.385	3.112	2.844	3.148	3.847	3.493	2.962	2.368	2.556	2.85	3.282	2.905	3.19	3.846
PIAS4	30.518	30.984	32.596	28.258	30.136	28.979	30.093	29.257	31.828	31.204	32.432	30.862	32.993	33.072	30.732	41.879	28.958	28.78	28.658	28.07	29.48	34.866	34.138	31.225	32.797	26.721	27.45	26.407	26.976
NUMBL	3.802	3.69	4.762	3.706	2.497	3.29	2.462	2.976	5.218	4.575	3.254	4.309	3.513	4.013	5.56	4.933	4.9	3.312	2.942	3.209	3.295	2.26	1.864	2.055	2.084	3.2	3.545	3.024	2.751
YJU2	18.856	21.075	19.141	19.696	26.081	27.061	29.434	28.163	17.567	17.522	25.17	20.148	22.533	16.162	16.4	19.137	15.489	22.155	22.655	21.828	20.116	15.563	16.351	15.036	14.644	21.278	21.221	21.478	20.989
SHD	2.114	2.29	1.846	1.98	2.892	2.92	3.025	3.187	2.692	2.158	3.566	3.319	3.434	3.487	3.52	4.662	3.507	3.344	3.06	3.165	3.592	5.924	5.694	5.488	6.201	3.555	3.89	4.308	4.305
TBCB	31.609	36.328	34.313	33.503	38.248	42.553	42.066	42.638	28.758	29.952	39.98	35.259	37.801	19.428	17.238	21.793	15.907	29.811	25.745	30.994	28.613	10.574	10.078	9.373	10.264	36.676	33.136	37.798	33.598
FSD1	0.17	0.064	0.148	0.203	0.169	0.153	0.161	0.096	0.236	0.086	0.234	0.087	0.079	0.304	0.307	0.163	0.163	0.156	0.324	0.198	0.223	0.13	0.151	0.025	0.079	0.273	0.271	0.249	0.102
POLR2I	8.405	10.434	8.509	8.731	11.961	11.178	12.005	10.751	7.06	7.445	12.52	11.53	10.91	5.12	5.476	7.373	4.25	8.906	8.68	9.32	9.166	5.534	5.643	5.764	4.934	7.658	7.139	8.657	8.024
CLIP3	0.392	0.366	0.554	0.508	0.545	0.523	0.354	0.461	0.472	0.518	0.521	0.699	0.608	0.775	0.81	0.407	0.302	0.656	0.765	0.528	0.322	0.52	0.579	0.702	0.554	0.793	0.566	0.559	0.229
SLC1A5	170.814	153.216	185.556	161.238	120.565	123.367	113.776	112.652	192.007	183.252	137.951	138.094	135.487	209.254	218.394	193.647	165.343	218.769	194.336	233.202	252.59	113.641	112.617	118.861	109.051	269.779	279.789	275.169	246.423
PRKD2	45.93	43.278	44.04	44.569	33.535	34.622	33.698	30.467	57.139	45.684	39.147	44.051	39.28	80.01	73.645	61.233	60.378	32.998	32.924	32.357	33.816	122.24	118.512	118.611	113.721	34.351	34.663	31.812	33.726
TJP3	199.883	198.276	202.501	196.264	153.405	161.083	148.295	143.58	305.01	268.836	181.731	201.827	180.051	424.597	422.455	417.003	407.32	190.302	196.189	201.747	236.661	460.538	452.658	439.584	441.165	233.349	257.066	230.039	249.25
APLP1	2.029	1.893	1.975	1.641	2.009	1.983	1.593	1.459	2.597	2.633	1.926	2.562	1.796	2.906	3.66	2.927	3.344	3.344	2.825	2.88	3.245	4.677	4.686	4.461	4.697	4.212	4.751	4.453	3.515
CACTIN	16.589	18.371	15.781	16.819	30.775	29.219	31.526	29.142	11.711	11.869	26.497	24.544	26.469	5.12	5.224	5.394	4.25	23.186	22.155	19.761	16.301	2.858	2.721	2.531	2.243	21.141	18.045	19.8	19.155
CCDC9	22.488	21.981	24.512	20.17	17.387	18.324	18.265	17.432	26.728	23.133	18.012	19.478	18.597	51.532	44.031	42.123	31.002	21.905	22.42	23.586	22.296	88.699	84.173	69.718	74.618	21.251	20.409	21.85	19.359
HNRNPUL1	322.397	324.533	324.839	314.186	316.011	332.516	317.59	314.285	339.742	295.444	313.305	300.091	295.172	331.857	318.022	205.655	281.873	315.138	293.431	303.807	298.421	379.555	376.547	366.132	359.054	308.232	289.71	293.167	268.686
FZR1	61.411	60.949	63.089	59.68	57.25	54.994	54.393	54.483	63.066	55.394	60.933	59.57	59.409	71.873	67.918	67.305	63.327	63.965	59.816	63.153	64.015	64.433	61.498	60.345	58.18	65.64	61.251	60.021	61.364
BBC3	29.086	24.256	28.628	23.892	15.472	15.383	16.077	15.608	40.21	30.686	18.949	18.43	18.412	77.851	67.778	63.591	42.868	19.718	20.096	22.333	23.51	95.896	99.617	90.493	97.837	22.864	23.166	21.622	22.951
TGFB1	14.185	14.967	14.785	14.721	4.957	5.6	3.412	3.302	39.596	35.865	7.314	15.81	10.514	43.921	48.641	48.873	55.478	21.499	27.716	28.73	42.263	57.418	55.502	58.065	61.162	10.584	18.587	12.385	18.722
DENND3	8.866	7.11	8.435	6.971	5.577	5.229	4.104	4.588	9.964	8.826	4.867	6.493	6.366	11.43	12.572	13.472	12.029	6.312	7.973	9.584	8.547	12.705	11.766	10.776	11.135	6.892	6.844	6.773	6.164
DMAC2	52.75	57.132	56.038	54.739	65.268	67.85	66.833	63.122	62.145	60.509	71.37	66.907	66.04	62.048	64.649	74.027	68.994	69.527	70.202	69.308	72.636	74.461	72.961	73.176	74.697	72.833	70.729	68.989	77.87
PLIN3	94.247	93.253	94.449	94.723	95.197	93.495	91.648	88.559	109.178	108.07	105.78	108.745	103.286	109.927	113.402	120.84	110.655	95.963	91.21	91.07	95.675	107.873	111.886	114.1	112.191	115.58	119.916	117.805	122.702
MYH14	893.881	810.824	863.567	821.692	541.067	548.725	489.863	494.034	1160.823	1065.829	672.187	842.857	730.559	1337.141	1358.025	1101.707	1270.425	665.306	718.321	732.492	741.394	1150.669	1082.026	896.134	1070.539	791.257	728.583	669.406	656.711
MRPL4	22.539	27.93	24.217	23.994	44.388	45.713	47.103	44.404	18.7	17.781	42.062	39.771	41.05	7.915	7.599	7.021	6.502	38.217	34.307	33.412	29.456	4.001	2.897	3.208	3.14	30.112	29.345	30.3	28.58
RPS19	725.624	831.882	819.047	834.128	774.123	841.738	845.384	805.843	772.323	754.848	747.618	701.59	760.039	797.497	797.136	1113.471	765.641	658.712	640.94	704.465	756.828	1033.027	1050.08	1055.292	1154.207	585.587	593.945	651.719	661.144
NOP53	266.613	292.15	271.514	282.781	250.874	243.553	251.192	240.394	319.956	327.64	297.402	277.788	290.496	418.232	412.341	525.048	374.321	264.266	286.546	288.222	320.865	551.289	527.383	518.048	578.555	254.299	266.027	269.059	268.686
ICAM5	0.546	0.414	0.443	0.355	0.15	0.044	0.08	0.154	0.708	0.518	0.208	0.32	0.396	2.02	1.844	2.629	1.649	0.312	0.353	0.462	0.57	3.3	2.343	2.331	1.689	0.383	0.862	0.58	0.484
ETFB	42.162	47.907	45.923	47.378	50.81	50.353	54.667	53.12	52.322	51.316	55.727	59.279	52.224	48.792	52.328	75.464	49.998	56.184	59.963	57.724	56.607	45.415	43.006	41.5	44.934	54.207	60.217	56.707	55.607
CEACAM5	41.668	36.741	39.924	39.95	37.441	39.22	31.703	36.264	84.93	78.916	33.681	42.77	38.197	128.387	125.359	102.191	142.864	49.716	56.55	57.943	61.983	147.52	154.665	158.532	147.917	59.677	64.057	54.16	66
BABAM1	18.515	21.472	20.101	20.457	22.814	25.689	24.879	25.571	20.636	19.875	25.456	24.69	23.774	13.423	12.572	18.92	12.772	20.624	20.213	21.872	20.438	9.431	8.994	8.17	8.786	19.965	20.409	21.395	19.665
TYK2	51.164	52.265	50.279	50.187	61.888	58.633	61.796	55.789	55.982	55.157	69.288	69.935	72.115	43.201	44.701	42.611	38.178	72.371	62.552	65.351	61.438	36.036	33.155	26.514	26.069	63.67	59.552	57.991	58.995
SULT2A1	35.684	38.332	36.676	36.634	43.487	53.578	51.851	54.214	26.067	27.168	46.695	41.518	44.379	12.343	15.478	19.517	14.421	38.404	38.543	37.83	33.494	4.183	3.93	5.162	3.668	45.237	41.704	56.459	49.341
CDC37	179.424	191.85	194.656	184.555	236.172	234.489	241.777	227.147	173.377	163.464	240.061	227.332	229.686	125.176	119.939	149.572	107.891	218.487	202.78	203.813	172.819	103.898	93.343	87.436	98.972	158.574	150.862	157.094	147.894
NAPA	22.914	23.699	22.555	23.401	32.446	33.685	35.356	31.484	19.928	16.271	30.974	28.533	27.842	11.347	11.427	10.273	9.242	26.561	23.008	23.96	21.379	11.925	11.614	10.5	8.206	30.44	28.434	29.555	31.23
RABAC1	11.014	13.679	11.573	12.454	13.238	13.792	13.647	13.016	17.756	17.932	17.699	19.944	19.416	23.303	23.468	28.082	19.6	17.312	16.889	16.75	21.057	26.89	25.547	26.664	27.362	20.676	19.449	19.241	22.034
MEIS3	0.102	0.111	0.037	0.017	0.131	0.044	0.032	0.058	0.189	0.259	0.026	0.058	0.106	0.194	0.475	0.623	0.348	0.094	0.088	0.154	0.396	0.442	0.605	0.376	0.501	0.191	0.148	0.186	0.153
PTPRS	1.228	1.161	0.96	1.032	1.145	0.784	0.66	0.768	1.157	0.734	0.599	0.757	1.162	1.024	1.09	1.328	1.068	1.062	1.03	0.967	0.743	1.273	0.806	0.752	0.712	1.039	0.911	0.828	0.662
CNFN	0.409	0.588	0.701	0.964	0.582	0.806	0.579	0.787	0.543	0.432	0.833	0.233	0.528	0.443	0.475	0.515	0.325	0.406	0.412	0.528	0.495	0.494	0.302	0.075	0.369	0.41	0.172	0.476	0.408
MEGF8	37.9	40.193	34.11	36.532	52.499	48.981	51.207	52.698	39.714	45.382	72.75	64.752	67.334	13.589	18.635	16.02	16.604	48.029	40.632	39.897	33.122	4.988	4.636	4.761	4.723	58.72	43.969	41.443	45.418
KDELR1	233.214	244.481	233.824	239.971	205.811	219.564	211.99	203.534	314.053	292.013	244.616	251.352	237.162	412.171	397.394	387.592	379.593	236.299	239.264	240.434	253.358	524.451	522.067	529.225	541.193	239.639	269.843	246.132	255.313
CYTH2	70.719	62.715	72.465	58.969	56.612	56.171	56.067	47.821	81.01	63.141	57.237	60.356	57.455	96.67	101.947	121.843	88.431	56.809	57.815	61.065	58.416	137.985	117.101	96.908	99.895	67.91	65.313	56.521	50.894
GRWD1	26.221	31.127	25.379	29.155	67.446	70.159	76.441	70.052	15.489	16.379	58.174	47.924	51.987	4.013	5.364	4.879	4.644	51.935	45.899	45.656	35.426	2.13	2.343	2.23	1.847	41.435	37.666	40.615	36.681
GRIN2D	0.358	0.398	0.24	0.389	0.92	0.458	0.499	0.403	0.638	0.755	0.573	0.524	0.528	1.052	1.257	0.949	0.882	0.75	0.647	0.55	0.867	1.351	1.486	1.328	1.055	0.492	1.059	0.704	0.739
CCDC114	0.102	0.032	0.185	0.068	0.019	0.087	0.048	0.058	0.165	0.216	0.026	0.175	0.158	0.277	0.251	0.434	0.186	0.125	0.029	0.264	0.248	0.546	0.378	0.326	0.211	0.191	0.074	0.104	0.025
CARD8	15.446	15.746	16.224	16.058	16.88	17.453	17.847	17.412	14.97	13.703	16.971	15.722	16.299	9.603	10.784	9.704	11.193	11.937	12.74	14.156	12.535	4.495	4.031	4.235	4.327	16.465	14.894	14.829	11.514
LIG1	47.26	48.543	50.298	45.195	69.398	63.427	67.847	69.15	33.079	32.326	51.354	52.291	56.794	21.781	22.965	21.902	16.349	65.777	59.845	61.373	49.696	17.667	15.167	13.883	13.087	44.279	36.608	39.807	36.222
ZNF175	5.831	5.646	6.091	6.227	6.478	6.602	6.067	6.95	5.313	5.762	6.195	6.551	6.023	2.934	3.297	2.819	3.507	4.718	4.06	4.242	4.112	1.169	0.983	1.353	0.818	5.853	4.85	5.944	5.095
PLA2G4C	1.228	1.145	0.868	0.897	0.507	0.741	0.708	0.73	1.322	0.906	0.573	0.728	0.528	1.578	1.928	1.41	1.44	0.75	0.677	0.813	0.743	0.779	1.184	1.479	1.214	0.82	0.911	0.994	1.044
RAB3D	56.91	59.057	50.796	55.06	52.631	55.125	54.233	51.315	62.877	62.386	63.77	56.629	60.466	57.703	64.286	54.944	67.623	37.904	39.044	38.226	41.347	41.362	41.167	43.004	42.533	45.237	38.602	38.688	42.055
DBP	12.378	9.941	12.016	8.867	5.445	5.273	4.603	5.011	17.614	12.494	6.221	7.017	6.921	21.67	21.289	22.308	22.874	7.562	7.797	8.331	10.355	17.043	15.368	14.46	15.884	8.013	10.241	8.326	9.858
TMEM205	28.966	33.783	30.585	31.879	41.571	41.398	40.393	37.32	35.134	36.469	42.374	41.373	41.262	29.364	29.419	39.521	27.077	36.779	33.571	34.665	33.419	24.006	22.775	22.554	24.776	31.698	36.361	35.851	35.203
CAPS	0.852	1.034	0.72	0.778	0.92	1.068	1.384	0.806	0.874	0.863	1.197	1.194	1.638	0.83	0.95	1.816	0.72	1.25	0.853	0.945	1.164	0.857	0.554	0.802	0.765	1.422	1.329	1.263	0.942
PLPPR2	3.137	3.165	2.916	2.775	3.079	3.573	3.154	2.803	5.053	5.287	4.477	4.513	4.913	6.587	5.951	6.478	5.806	3.562	3.089	3.891	4.187	10.574	9.574	8.47	8.918	3.884	4.825	3.417	4.203
FAM83E	62.144	66.166	61.538	56.735	62.526	65.671	60.686	57.727	81.293	80.232	93.286	90.985	87.807	66.892	70.963	92.676	72.64	77.714	76.028	77.815	79.424	43.05	43.686	37.666	44.064	100.866	100.468	88.271	95.854
RASIP1	2.472	2.036	2.492	1.878	1.803	1.503	1.577	1.478	2.125	1.683	1.822	1.398	2.14	1.55	2.403	3.768	1.324	1.75	1.383	2.198	1.511	1.325	1.083	1.078	0.739	2.735	3.102	1.657	1.86
THEG	0.17	0.334	0.314	0.321	0.394	0.153	0.241	0.576	0.165	0.281	0.182	0.408	0.317	0.221	0.056	0.081	0.116	0.281	0.324	0.286	0.223	0.052	0.025	0.2	0.158	0.164	0.148	0.124	0.102
BCAT2	45.47	50.197	47.03	46.617	50.284	52.336	50.724	49.338	40.8	38.26	50.157	43.935	47.311	25.96	26.206	33.612	26.822	39.591	34.16	37.984	35.451	19.018	17.938	16.164	16.86	32.245	32.521	33.055	30.389
MIER2	11.576	12.295	12.551	12.285	11.172	10.894	11.088	9.656	12.774	11.804	12.572	13.713	13.023	13.506	13.047	11.9	11.611	12.124	12.446	11.167	11.718	13.9	13	12.029	12.929	11.213	11.349	11.619	11.768
PLEKHA4	12.105	12.867	12.791	11.743	7.811	7.996	7.21	7.679	12.113	11.135	10.724	10.86	8.902	5.59	5.867	6.614	5.318	7	6.944	6.748	6.367	3.326	2.141	2.381	2.691	4.431	3.496	4.018	4.534
PPP2R1A	249.837	270.121	256.693	268.076	271.116	284.559	276.634	267.155	307.395	299.824	321.895	327.43	320.531	292.419	280.584	278.517	278.297	294.327	288.899	292.399	285.34	279.711	275.52	276.641	285.676	300.602	318.735	311.973	316.396
TNPO2	75.8	72.019	73.13	67.497	113.448	113.715	121.903	114.687	58.013	57.66	91.282	88.772	97.131	60.166	56.715	54.673	47.466	85.339	76.116	81.596	71.025	57.989	57.291	55.784	53.8	67.335	68.636	64.66	62.765
GCDH	20.8	23.11	22.002	23.131	32.784	31.18	33.28	30.409	13.576	14.437	31.052	27.689	29.11	3.625	3.8	4.798	3.623	23.811	21.42	22.069	22.123	1.247	0.882	0.952	0.871	24.615	22.624	26.614	22.824
DNASE2	33.194	28.184	33.187	30.474	32.446	32.182	32.926	31.657	30.813	26.953	31.39	27.368	30.722	24.437	24.837	28.191	21.434	28.592	27.863	30.269	36.268	15.173	14.612	15.913	16.359	47.616	44.289	49.417	44.577
MAST1	0.733	0.668	0.646	0.677	0.488	0.61	0.467	0.653	1.299	1.23	0.859	0.99	1.057	0.941	1.006	1.03	0.952	0.625	0.647	0.901	0.743	1.585	1.31	1.754	1.24	0.684	1.083	0.725	0.586
LENG1	8.149	8.653	8.417	8.359	8.036	8.585	7.902	7.775	8.358	7.229	7.939	6.551	7.185	6.393	7.236	8.728	6.061	6.468	7.738	7.694	6.515	7.145	5.82	7.017	6.201	6.673	6.278	6.628	7.03
PRPF31	27.381	33.242	29.237	30.339	45.177	45.32	45.945	45.998	21.321	22.248	38.887	36.569	37.035	8.109	9.192	11.439	7.338	34.686	30.894	32.005	29.059	4.209	3.905	3.584	3.905	30.222	26.44	29.368	25.396
TFPT	14.389	16.478	15.228	14.823	16.843	14.903	16.72	13.938	13.695	14.35	17.101	13.539	14.529	12.537	12.265	18.053	10.938	12.562	12.74	12.288	12.213	11.899	11.766	9.949	11.636	11.76	12.162	12.365	11.361
JAK3	0.256	0.239	0.111	0.118	0.188	0.087	0.113	0.115	0.472	0.367	0.13	0.233	0.106	1.107	1.201	1.274	0.743	0.219	0.441	0.484	0.694	1.637	1.738	1.779	1.478	0.246	0.419	0.124	0.102
RPL18A	211.187	229.753	219.113	227.348	215.462	222.2	228.517	213.267	232.476	251.875	241.232	225.905	235.604	264.218	251.082	356.691	251.196	203.801	185.038	235.313	235.694	333.985	346.416	377.108	407.999	175.504	180.65	204.337	210.965
KCNN1	0.273	0.239	0.388	0.271	0.169	0.261	0.08	0.038	0.614	0.777	0.156	0.291	0.396	0.609	0.894	0.895	0.882	0.344	0.324	0.396	0.322	0.727	0.932	0.326	0.58	0.191	0.172	0.207	0.204
ARRDC2	13.06	12.804	13.751	11.625	11.698	11.613	11.732	9.868	14.828	12.818	11.635	12.869	11.808	24.188	22.099	22.471	15.141	12.156	12.21	13.782	12.486	53.677	48.599	44.532	41.874	11.268	13.442	13.007	11.183
RAB3A	5.643	5.869	5.224	5.364	3.793	3.726	3.315	3.475	7.272	5.114	4.581	4.862	5.23	6.864	6.258	4.879	5.829	2.5	3.854	3.297	2.453	8.132	7.86	6.741	7.625	2.926	3.644	3.231	3.133
PDE4C	0.17	0.064	0.074	0.118	0.038	0.065	0.016	0.019	0.449	0.237	0.078	0.087	0.079	1.024	0.866	0.705	0.882	0.125	0.147	0.198	0.099	2.13	1.638	0.927	1.346	0.109	0.271	0.104	0.127
ISYNA1	10.605	11.293	10.281	10.914	10.496	11.308	10.026	11.499	12.608	9.948	10.203	11.151	10.012	9.631	9.89	12.008	8.453	12.874	10.18	11.255	10.578	10.366	8.415	8.821	9.578	5.361	4.702	3.687	4.967
ELL	16.572	17.878	16.778	15.009	15.078	15.775	14.741	13.899	22.738	19.961	16.06	18.255	17.065	30.388	27.184	23.338	23.896	16.562	16.535	17.695	17.787	30.995	34.289	35.861	31.425	18.707	18.119	16.797	16.863
CRTC1	10.587	12.406	10.281	9.493	12.806	12.027	11.796	12.075	17.567	14.825	11.4	13.247	12.838	16.495	17.825	17.023	16.302	10.062	10.916	10.837	10.752	12.938	13.05	13.132	14.011	13.593	14.894	11.391	11.106
COPE	78.647	82.692	83.872	81.169	78.468	83.363	83.763	76.176	104.48	101.315	94.51	102.66	100.064	104.53	101.891	119.43	83.6	90.432	93.299	92.147	89.011	78.41	80.419	72.5	78.207	93.454	99.409	103.556	98.452
DDX49	35.496	40.066	38.928	39.645	49.627	50.55	56.695	50.624	35.653	31.786	45.133	38.403	42.794	34.373	32.213	32.148	24.755	35.404	32.571	33.192	32.205	24.708	23.581	21.727	22.296	36.321	35.081	38.896	32.045
ETV2	0.904	0.779	0.812	0.829	0.601	0.784	0.885	0.864	0.708	1.122	0.469	0.844	0.74	1.107	0.95	0.867	0.906	0.687	0.853	0.681	0.867	0.779	0.756	0.727	0.844	1.285	1.526	1.098	1.376
ARMC6	16.913	21.552	19.694	19.121	39.637	39.263	45.398	39.835	12.726	13.919	37.299	28.358	33.258	5.978	6.035	5.99	6.015	35.623	30.364	27.851	24.03	3.352	3.3	4.16	3.509	26.502	23.486	25.495	25.804
TMEM147	28.284	33.258	29.274	30.999	43.055	43.752	48.133	45.882	22.478	23.975	45.472	37.005	42.318	9.299	8.465	11.249	8.662	39.623	34.218	34.291	33.593	4.001	3.452	3.884	4.143	31.015	33.85	33.718	33.853
TMEM59L	0.239	0.175	0.185	0.068	0.094	0.196	0.048	0.077	0.401	0.129	0.052	0.175	0.026	0.47	0.279	0.434	0.255	0.187	0.088	0.176	0.124	0.546	0.378	0.376	0.554	0.109	0.049	0.041	0.127
USF2	86.37	87.273	88.339	85.01	79.65	82.383	82.588	77.616	98.482	84.16	92.583	85.22	83.21	91.108	85.799	103.004	76.564	84.495	79.205	85.552	87.302	96.493	89.337	87.987	94.539	94.521	93.452	91.067	96.822
LSR	229.395	239.805	230.298	224.184	206.937	217.276	200.065	201.038	274.717	268.189	237.849	254.7	231.166	294.522	298.046	295.404	271.051	240.33	223.081	233.664	238.296	301.223	307.29	312.327	297.971	208.46	230.7	210.736	221.256
KXD1	39.571	41.338	42.582	40.779	44.538	43.033	46.46	42.062	42.878	42.145	46.279	42.013	43.533	47.851	46.936	49.035	40.128	45.997	42.398	43.985	38.374	45.077	40.184	39.921	43.905	34.762	36.288	35.768	32.809
FKBP8	184.317	195.477	195.081	192.322	164.108	171.476	163.036	153.582	278.495	271.987	197.739	208.523	199.863	363.13	362.192	440.124	343.97	215.613	216.138	222.212	249.865	429.153	421.544	409.537	435.044	208.433	232.447	222.832	230.197
SUGP1	24.892	24.335	25.176	24.603	31.244	32.705	31.445	30.256	23.47	20.803	27.486	26.087	26.812	16.91	20.451	22.146	14.328	26.842	22.626	25.455	22.692	15.043	13.479	12.255	12.665	28.881	26.613	28.043	25.473
ZNF14	6.786	6.187	6.774	6.007	5.22	5.73	5.697	4.684	5.95	4.942	5.336	4.717	6.076	3.183	3.772	4.364	4.134	4.656	4.149	4.88	4.682	1.559	1.386	1.128	1.24	4.239	4.579	4.411	4.05
PBX4	2.131	1.416	2.123	2.149	1.164	1.22	1.11	1.209	2.833	1.273	1.406	1.514	1.294	3.709	3.52	4.12	2.136	1.5	1.265	1.583	1.685	4.677	4.207	3.96	3.826	0.711	1.083	0.849	0.637
ERF	71.367	70.031	73.259	64.248	49.758	53.208	47.313	43.598	78.696	73.089	66.295	68.508	67.334	121.883	110.971	108.181	107.427	71.808	70.643	71.572	73.007	220.604	209.613	198.503	233.327	63.78	64.476	60.021	66.356
GSK3A	48.573	49.466	50.094	45.957	50.34	49.743	51.947	49.626	50.882	47.691	51.302	54.271	48.183	50.508	50.177	44.427	43.124	48.091	45.546	43.458	41.396	62.744	59.054	53.529	53.167	52.648	52.683	46.082	51.429
ATP13A1	57.984	54.38	56.075	54.028	63.953	65.192	60.332	59.801	50.056	46.698	67.44	69.09	67.519	28.257	30.676	21.902	24.267	57.903	47.606	49.239	43.18	15.225	14.008	13.232	13.773	58.146	48.424	45.358	45.8
ZNF574	16.708	17.178	17.018	16.532	20.129	22.072	20.985	20.004	17.732	16.249	21.656	19.565	21.555	15.055	14.863	10.978	12.749	17.561	16.359	15.893	14.22	12.757	12.547	12.229	13.14	15.507	14.426	15.451	14.519
SIPA1L3	70.225	68.886	62.424	62.133	68.61	66.564	65.465	69.38	72.321	74.427	77.877	76.253	75.629	71.513	81.971	67.196	75.473	69.371	64.582	63.747	61.934	43.908	45.223	45.359	40.95	87.902	77.007	74.705	82.379
ETHE1	97.214	105.755	100.853	107.786	97.695	104.346	99.839	99.866	134.915	133.577	128.425	136.696	127.774	123.82	125.471	154.099	131.717	153.647	147.201	146.749	161.523	125.254	122.442	123.723	133.537	195.551	214.845	218.047	209.64
CADM4	7.127	7.937	6.682	7.631	11.998	10.873	13.083	11.327	3.872	5.891	12.858	10.685	11.438	1.799	2.263	2.412	1.904	7.125	5.384	6.66	5.723	1.481	1.335	0.877	1.372	4.896	4.604	4.287	4.814
SMG9	29.819	29.25	29.883	29.425	37.854	36.561	39.025	35.477	28.522	25.118	34.045	31.677	31.488	24.825	24.027	27.404	21.039	35.06	33.395	33.698	32.528	25.435	22.649	20.098	18.602	34.051	27.277	28.126	26.593
AVL9	158.113	157.686	150.708	147.786	144.918	133.281	141.954	144.789	163.224	176.412	151.694	152.302	151.442	161.791	167.797	123.876	170.708	149.929	148.701	151.189	155.528	111.016	118.789	129.913	116.756	146.677	139.168	139.221	142.29
RUNDC3B	11.372	9.75	11.241	10.423	6.102	5.687	4.957	4.627	11.003	11.135	6.143	6.376	6.102	12.592	12.265	12.333	14.003	10.312	11.534	11.233	12.362	8.859	8.591	10.2	8.997	15.972	15.263	15.492	15.666
CFAP69	5.575	4.899	5.593	4.569	4.018	3.639	3.814	4.128	4.533	4.834	4.295	4.222	4.861	4.456	4.666	5.15	3.669	4.25	3.56	3.539	3.989	5.066	4.359	4.611	4.776	3.966	4.53	3.997	4.356
GTPBP10	42.248	42.006	39.629	43.25	59.954	57.326	61.378	64.927	23.729	28.701	47.502	40.412	49.16	12.205	12.572	12.035	12.796	45.466	45.958	44.711	46.054	6.054	8.188	8.571	7.177	48.163	43.23	47.615	42.871
RASA4	4.279	4.406	4.854	4.602	2.497	2.135	2.076	2.016	11.451	11.264	3.826	6.027	4.385	17.629	20.73	30.061	21.481	8.156	10.298	10.859	12.337	15.666	13.302	12.706	12.876	8.232	11.965	8.492	8.253
CDK6	269.153	237.849	212.745	240.022	350.747	268.065	364.774	393.937	145.54	174.901	239.072	185.551	221.101	115.794	119.604	73.268	112.396	144.804	122.368	130.746	111.877	47.025	49.33	56.135	51.293	114.486	88.626	92.848	94.249
PMPCB	104.937	111.194	101.315	106.872	112.434	111.296	116.962	115.34	83.159	97.366	103.047	101.816	105.901	76.938	78.535	89.017	80.047	93.37	96.682	98.807	101.323	74.825	72.785	72.024	73.589	93.153	96.012	107.325	98.961
