Gene	H_6h_1	H_6h_2	H_6h_3	H_6h_4	N_6h_1	N_6h_2	N_6h_3	N_6h_4	H_12h_1	H_12h_2	N_12h_1	N_12h_2	N_12h_3	H_D1_1	H_D1_2	H_D1_3	H_D1_4	N_D1_1	N_D1_2	N_D1_3	N_D1_4	H_D2_1	H_D2_2	H_D2_3	H_D2_4	N_D2_1	N_D2_2	N_D2_3	N_D2_4
SLC6A20	100.044	91.09	95.556	99.85	114.162	121.188	121.001	118.757	86.063	91.432	113.927	109.24	107.037	53.718	56.463	56.191	61.4	101.588	108.687	110.15	114.478	31.385	32.576	31.977	33.219	170.499	165.879	153.159	177.29
LZTFL1	38.036	37.219	35.55	37.09	35.018	36.845	35.436	35.477	29.608	34.333	29.907	26.844	29.454	18.764	20.926	22.336	18.857	26.592	27.186	26.752	24.005	16.94	15.419	15.788	17.573	25.353	22.723	27.277	23.69
FYCO1	59.228	56.782	55.853	58.428	61.512	60.006	58.755	60.031	54.825	60.336	61.922	57.241	60.862	38.109	42.718	32.04	40.987	48.56	49.194	48.909	44.592	15.848	14.587	16.214	14.987	50.214	42.959	44.591	42.871
LRRC2	0.443	0.477	0.332	0.288	0.469	0.261	0.515	0.384	0.307	0.129	0.364	0.291	0.423	0.111	0.279	0.081	0.07	0.219	0.059	0.154	0.198	0.052	0	0.125	0.026	0.219	0.222	0.331	0.204
ELP6	16.827	20.184	17.701	19.459	30.906	29.916	35.179	31.177	12.656	14.307	25.404	24.049	26.416	5.397	7.376	9.758	6.409	24.436	21.596	24.663	22.569	2.936	3.023	3.032	3.193	20.266	19.005	20.773	20.939
DTX3L	78.732	74.914	72.89	72.015	72.703	64.974	67.686	75.217	63.727	63.249	67.44	67.023	69.632	54.908	57.497	50.418	55.989	61.246	57.521	60.691	55.096	30.865	33.206	36.588	33.642	68.867	59.404	62.755	57.39
ZNF148	110.58	97.452	97.974	99.951	87.499	78.744	79.772	87.695	103.181	101.855	85.582	85.016	85.931	92.381	97.924	63.266	104.477	86.401	85.531	82.98	84.378	54.222	59.81	62.375	61.082	81.311	68.759	72.758	70.941
NMNAT3	5.984	7.857	7.069	6.718	11.172	9.478	10.444	11.941	4.581	3.992	6.117	5.386	5.072	2.491	2.207	2.169	1.811	4.937	4.914	4.99	4.088	0.883	1.109	0.902	1.187	2.954	2.757	3.127	2.598
SMIM12	24.926	28.057	25.989	27.006	42.266	43.599	47.699	44.136	19.149	23.867	43.52	39.83	42.186	9.631	10.644	13.96	12.958	42.966	38.19	39.413	35.624	7.171	7.911	9.022	7.282	45.619	41.236	47.201	43.788
ZMYM6	11.218	9.877	11.37	9.814	11.623	11.57	11.184	10.559	10.271	11.049	8.98	9.084	10.381	12.509	12.656	15.369	12.285	8.343	8.68	9.474	8.77	10.081	11.161	11.152	10.528	9.654	9.281	9.175	7.616
TPRA1	27.5	27.723	27.558	26.43	25.442	24.076	24.767	23.306	23.304	25.313	27.746	26.699	28.344	20.674	20.339	22.39	18.067	22.405	21.831	20.685	22.494	25.383	21.566	19.723	19.446	21.661	19.769	21.27	23.129
YEATS2	126.589	115.425	122.634	119.207	51.317	51.051	42.018	45.499	181.334	168.514	75.301	89.5	80.965	240.5	246.611	210.426	252.59	84.839	94.652	97.994	101.868	191.168	184.595	183.016	191.242	56.505	57.632	51.757	53.798
ZC3H12A	19.555	21.711	20.193	19.865	15.716	16.407	14.516	15.013	29.325	27.643	40.735	40.907	42.53	25.157	25.591	28.245	24.825	54.309	52.137	53.921	55.666	21.46	19.424	19.672	19.604	35.801	36.312	33.49	34.949
MEAF6	46.152	50.372	47.197	47.987	45.777	47.063	50.644	47.649	30.388	30.643	43.754	41.14	42.635	23.413	19.445	16.481	16.767	29.748	27.628	29.301	28.39	16.498	16.023	17.166	15.963	36.348	32.718	36.576	34.515
SNIP1	22.044	21.918	21.799	21.033	21.612	22.529	22.176	23.114	17.945	17.048	19.782	18.576	20.446	16.993	16.791	13.824	15.42	17.499	17.536	17.124	14.839	14.212	15.494	16.59	14.749	17.367	15.362	16.548	15.105
DNALI1	11.099	12.152	11.038	11.405	11.059	11.766	11.217	11.039	12.018	10.423	7.678	7.803	8.559	9.935	9.276	9.569	7.919	6.093	6.797	7.672	7.036	7.249	7.558	7.819	7.573	4.349	4.628	4.909	4.942
POLR2H	65.878	67.852	67.389	67.176	64.986	68.46	67.01	62.373	60.846	60.379	65.097	65.218	66.753	61.523	64.202	89.695	59.565	69.496	67.024	70.715	65.08	63.367	57.417	49.244	56.069	58.72	58.641	58.509	62.306
KLF15	1.296	1.241	1.015	1.252	2.422	2.571	2.655	2.592	0.638	0.647	3.123	1.689	1.955	0.166	0.419	0.217	0.302	2.344	1.147	1.363	1.462	0.026	0.025	0	0	1.614	1.083	1.905	1.299
CAMK2N2	0.119	0.429	0.48	0.169	0.169	0.261	0.129	0.058	0.094	0.194	0.312	0.204	0.132	0.194	0.196	0.163	0.279	0.187	0.412	0.22	0.223	0.156	0.151	0.075	0.132	0.356	0.222	0.145	0.306
LIPH	89.763	81.992	90.923	85.467	51.279	53.186	48.166	50.24	121.055	108.091	61.063	76.078	62.659	156.339	163.551	148.569	175.77	84.401	96.741	97.95	115.172	92.102	95.208	107.935	94.75	90.993	103.496	98.792	107.902
TMEM41A	43.492	41.99	43.468	43.96	54.865	57.348	56.904	54.483	42.76	42.878	55.076	52.32	54.549	66.947	57.721	75.572	67.113	56.497	56.903	56.888	62.008	99.975	92.336	87.837	92.824	64.764	73.905	70.584	71.986
RPN1	408.018	422.86	427.612	427.267	442.246	452.027	449.519	443.236	394.638	392.163	439.153	446.832	438.135	306.201	288.77	225.524	253.681	434.006	410.002	398.504	374.55	253.262	251.536	250.98	252.14	384.949	386.781	407.244	395.718
SENP2	66.048	66.755	63.698	67.277	82.185	85.302	87.207	86.716	51.024	51.186	73.453	64.607	72.485	30.249	33.275	31.606	33.208	66.09	67.201	62.669	59.803	19.018	18.492	20.725	18.206	74.72	61.054	70.128	70.891
HEYL	0.256	0.7	0.314	0.338	0.582	0.545	0.418	0.499	0.378	0.539	0.312	0.291	0.291	0.083	0.112	0.054	0.186	0.25	0.382	0.352	0.322	0	0.025	0.025	0	0.273	0.148	0.352	0.153
IFT122	20.22	19.039	19.602	18.038	18.908	18.499	18.732	16.913	16.811	15.041	17.621	17.469	18.253	9.852	8.912	9.135	8.941	14.249	13.77	13.695	12.634	7.327	6.223	6.09	5.858	13.265	12.309	12.22	11.31
RFC4	29.597	27.532	29.846	30.136	25.987	26.451	25.668	27.51	18.417	16.94	25.404	23.234	24.593	12.952	12.712	13.011	10.264	38.185	30.452	34.775	34.41	6.937	6.021	6.591	6.464	20.075	18.981	20.96	19.639
RPL39L	4.041	4.883	4.762	4.89	5.952	6.319	6.147	7.238	2.81	3.28	4.607	4.047	4.438	2.712	2.263	2.846	1.602	6	6.502	6.748	6.094	1.325	1.31	1.654	1.821	3.72	3.791	4.453	4.025
BAP1	73.976	80.02	76.803	75.585	98.652	97.874	104.989	98.254	62.759	60.034	96.67	88.161	98.611	47.934	47.802	44.915	38.061	83.964	80.441	80.079	69.985	41.076	36.38	36.112	32.349	81.037	75.283	81.333	72.597
TKT	655.382	705.419	711.862	714.87	569.195	576.701	567.639	543.122	855.884	828.24	678.694	694.631	674.055	989.426	953.059	981.843	1008.059	616.996	617.46	620.078	685.035	1506.867	1460.69	1453.752	1526.137	451.162	517.184	471.304	523.26
PRKCD	90.104	87.814	96.073	85.924	54.264	55.517	46.733	47.61	128.398	117.78	74.494	82.716	69.58	165.665	175.257	171.312	162.974	83.308	88.503	87.003	99.936	196.104	183.94	181.487	163.616	84.757	95.224	81.83	99.7
RFT1	22.641	26.085	22.223	24.874	31.282	31.615	34.39	32.866	15.772	19.292	27.851	25.651	27.023	6.725	7.515	6.045	6.781	25.936	21.596	23.388	19.967	1.533	1.663	1.378	1.873	19.747	22.034	22.596	20.786
SFMBT1	32.632	31.827	29.828	33.334	36.239	37.171	35.887	39.106	20.518	25.982	38.522	32.726	34.578	11.015	11.455	9.135	10.775	40.654	36.484	36.687	32.28	7.95	7.004	7.944	7.546	35.309	28.902	30.673	32.121
GNL3	193.779	201.728	201.301	202.728	281.781	284.276	307.597	306.242	121.645	136.706	224.496	192.19	216.478	72.261	72.5	79.638	60.61	204.551	190.628	185.612	156.816	48.091	47.188	50.396	44.222	158.027	136.756	159.725	149.194
PBRM1	117.229	106.264	106.871	113.792	126.292	111.928	125.073	140.45	82.238	88.066	111.975	105.135	108.041	42.482	43.696	30.63	41.034	100.744	95.858	91.443	80.514	17.095	20.205	19.522	17.889	103.246	75.382	83.901	83.117
UVSSA	27.858	22.379	20.322	22.758	29.93	25.057	26.585	28.393	22.313	22.788	25.612	28.591	27.499	18.902	20.171	14.8	16.999	28.186	24.921	23.96	19.819	14.419	13.756	13.232	10.871	34.351	27.277	27.442	24.53
TASOR	89.951	94.796	83.688	94.435	115.251	106.132	108.304	114.361	67.906	82.088	108.018	101.641	108.252	26.292	35.091	28.678	37.504	98.276	94.799	96.147	87.549	6.495	7.76	7.844	6.333	103.273	88.75	100.035	97.204
ARHGEF3	11.832	13.233	12.865	12.792	13.05	13.095	13.486	13.17	11.003	11.502	14.029	14.237	13.974	8.413	8.074	6.668	8.221	9.812	9.651	8.727	7.506	3.793	3.804	3.985	4.327	7.384	6.425	7.642	8.814
SLBP	47.584	52.869	49.135	50.187	81.979	78.352	77.969	77.156	28.263	32.865	82.354	71.944	79.935	13.672	13.885	14.881	12.656	79.589	66.377	67.417	57.152	9.379	11.64	11.202	11.821	53.606	47.07	53.911	50.64
LRPAP1	89.371	100.76	96.811	98.124	132.375	129.926	135.952	130.775	79.003	86.231	118.664	112.763	111.607	56.624	64.705	73.024	59.821	99.088	97.3	97.752	92.677	54.196	55.376	52.251	50.396	97.885	95.766	98.337	98.044
ZDHHC19	0.051	0.095	0.055	0.068	0.019	0.044	0	0	0.071	0.022	0.026	0.029	0	0.415	0.335	0.786	0.395	0.062	0.059	0.088	0.099	0.831	0.579	0.401	0.607	0.027	0.246	0.124	0.127
SLC51A	39.52	35.501	41.438	34.975	23.978	24.578	18.088	19.505	74.918	66.896	24.519	39.247	29.876	135.361	153.325	213.028	143.026	64.871	75.498	74.649	83.833	243.701	201.702	168.08	157.02	72.45	103.225	75.513	90.912
UBXN7	90.547	73.976	77.855	81.575	60.01	49.94	57.29	64.235	73.549	72.895	65.175	59.89	64.296	98.552	90.744	57.763	84.622	58.497	57.109	59.548	59.357	122.734	126.7	138.784	125.226	56.286	48.252	49.831	54.563
RNF168	44.089	45.362	43.763	46.295	46.96	46.976	44.368	47.13	33.717	40.03	52.5	51.68	53.017	21.31	23.664	26.239	31.466	58.965	52.931	51.107	46.475	19.823	21.742	21.276	22.085	47.425	42.368	39.89	46.87
PIGX	31.592	33.99	30.769	32.454	36.539	37.89	35.291	36.341	24.39	27.751	34.228	33.628	35.714	14.862	15.506	16.508	16.743	35.998	36.131	34.269	33.32	11.016	11.236	11.628	12.48	28.608	31.684	34.173	30.363
MELTF	22.351	22.124	19.916	18.444	20.711	20.743	18.137	18.315	26.067	28.118	17.517	21.749	20.208	23.054	32.185	31.525	26.427	25.53	26.421	25.674	26.83	17.693	19.349	18.72	18.602	29.757	29.936	22.658	28.682
S100P	65.315	63.701	73.351	69.545	58.47	62.708	64.033	61.279	53.22	52.503	42.869	42.479	44.141	67.417	62.33	79.069	53.922	35.279	37.072	52.228	85.667	59.73	63.615	66.46	64.671	173.398	230.896	210.032	203.323
ABLIM2	1.006	1.225	1.218	1.286	1.671	1.242	1.159	1.632	0.874	0.949	1.64	1.66	1.4	0.387	1.118	0.976	1.254	1.719	1.501	1.473	1.437	0.338	0.479	0.551	0.449	2.188	2.265	2.34	1.936
EXO5	1.125	1.257	1.052	1.218	2.91	3.53	3.943	4.032	0.614	0.432	3.722	2.912	2.906	0.138	0.084	0.081	0.046	2.219	2.383	2.066	2.502	0.104	0.05	0	0	2.68	2.363	2.879	2.038
C1orf50	3.444	3.261	2.806	3.35	3.981	4.467	4.409	4.07	2.597	3.388	3.748	4.076	3.936	2.076	2.151	1.979	1.904	3.594	3.325	4.001	3.245	1.533	1.109	1.604	1.029	4.431	4.456	3.749	3.821
ERMAP	16.401	18.037	17	16.599	14.364	13.335	14.355	14.456	19.22	18.084	17.543	16.013	16.748	13.672	15.366	15.505	16.581	14.093	16.124	15.959	17.242	11.51	12.37	11.954	12.771	17.613	15.066	18.495	16.404
ZNF691	4.791	4.756	5.021	4.569	5.032	4.292	5.021	4.934	3.967	3.647	4.607	4.396	5.785	1.716	2.123	2.846	1.765	3.125	3.325	3.253	2.799	0.857	0.605	0.802	1.135	3.282	3.447	3.687	3.133
AIMP1	98.151	100.601	103.585	103.471	113.542	118.857	117.316	118.219	84.977	82.39	95.525	92.703	101.305	78.266	77.166	101.865	72.941	89.37	91.563	93.839	80.216	69.915	70.266	69.718	69.816	95.205	92.245	106.58	92.542
SGMS2	53.875	44.455	51.479	44.028	37.553	35.08	32.877	36.284	48.875	52.093	40.891	46.206	43.216	57.454	60.514	39.25	64.837	53.403	57.138	55.196	60.769	58.119	67.091	77.011	64.908	69.66	76.046	72.137	70.763
METAP1	109.574	110.51	110.913	111.779	107.233	109.313	107.564	106.432	86.96	91.044	115.931	107.464	116.045	63.82	62.749	49.252	60.123	97.432	96.035	96.961	92.083	46.22	48.171	45.033	45.673	87.492	74.791	84.647	81.411
DNAJB14	86.711	78.318	79.387	80.188	73.811	68.634	65.787	74.967	64.152	71.493	68.455	73.545	73.753	55.877	56.687	42.015	58.753	63.809	67.113	63.966	71.001	38.322	43.308	48.592	41.795	74.474	73.757	73.732	72.317
H2AZ1	367.731	409.897	396.031	399.517	582.488	586.266	604.894	609.776	217.884	235.065	414.478	358.671	391.299	176.542	171.457	218.585	164.275	482.629	452.312	484.759	459.869	209.562	207.194	201.711	203.511	427.97	398.228	469.357	404.837
SLC9B1	0.205	0.223	0.055	0.118	0.056	0.044	0.177	0.096	0.26	0.367	0.13	0.087	0.053	0.47	0.251	0.407	0.395	0.156	0.147	0.088	0.099	0.234	0.328	0.226	0.106	0.301	0.148	0.228	0.051
SLC9B2	1.688	1.559	1.034	1.709	2.535	2.724	2.173	2.976	0.968	1.057	2.108	1.747	2.166	0.083	0.084	0.19	0.07	1.437	1.559	1.429	0.842	0.078	0.076	0.1	0.053	0.547	0.862	0.704	0.993
BDH2	23.903	24.224	24.826	25.06	27.095	28.151	28.645	26.838	19.479	21.213	28.631	23.933	26.31	12.316	13.746	18.053	14.421	20.561	20.684	22.091	22.123	9.509	8.919	8.571	10.66	28.827	26.908	30.653	29.752
PGRMC2	159.818	149.51	162.613	150.663	143.04	149.1	135.774	139.298	151.088	148.488	137.457	135.706	140.982	159.079	168.496	212.188	192.931	147.523	154.762	157.036	160.259	122.916	124.432	129.462	132.666	193.883	199.631	215.458	203.068
CDC25A	14.764	17.687	15.671	17.547	35.694	35.581	39.411	39.797	7.154	10.725	37.117	31.008	37.141	2.269	2.906	2.25	2.949	39.092	32.335	32.796	25.244	1.065	1.033	1.203	1.135	19.035	16.864	18.495	18.162
ZNF589	12.855	12.327	13.068	12.657	16.204	15.252	16.64	16.203	8.713	8.826	11.27	11.297	12.178	3.902	5.197	4.771	4.575	10.749	8.65	10.309	7.085	2.546	2.318	2.105	2.032	9.436	7.952	9.051	7.693
PLXNB1	110.785	104.196	104.102	93.471	135.586	125.241	131.108	118.373	100.182	93.698	134.672	138.559	141.642	60.941	67.89	70.91	55.316	109.181	95.299	100.06	85.989	69.733	56.888	48.266	43.536	101.085	92.984	74.56	76.953
CCDC51	26.136	33.608	27.004	32.116	47.505	47.63	53.315	51.872	17.165	20.975	38.835	35.171	39.386	8.496	9.499	10.084	9.103	36.31	31.688	30.466	28.539	3.611	3.401	4.887	4.512	32.574	28.213	32.972	30.16
ATRIP	6.905	6.442	6.442	6.481	11.36	10.219	10.541	9.407	4.297	4.057	8.641	8.473	8.744	1.522	1.257	1.653	1.231	9.249	8.856	6.814	6.887	0.65	0.554	0.526	0.633	5.634	5.219	5.323	5.12
SHISA5	104.272	115.266	108.716	109.562	113.317	122.408	118.781	112.594	123.251	115.687	126.186	122.226	124.34	109.927	107.088	109.591	93.818	109.494	101.36	106.149	105.659	90.518	91.958	97.585	91.69	99.608	108.297	111.323	106.654
SPRY1	29.035	30.681	30.271	29.781	20.861	22.29	17.203	18.468	32.867	31.571	25.482	29.144	28.107	35.674	36.99	27.459	32.767	31.342	30.335	31.258	30.248	25.357	25.219	26.113	25.779	25.025	24.594	24.874	23.282
BSN	0.989	1.145	1.015	0.88	1.239	1.024	0.724	1.574	1.228	1.618	1.197	1.31	1.638	1.467	1.425	1.193	1.208	0.844	1.059	1.187	1.214	0.546	0.731	0.852	0.528	1.532	1.182	0.994	1.07
APEH	146.929	165.114	151.409	161.458	216.382	210.631	225.154	213.075	112.791	123.326	220.722	213.706	211.935	43.229	43.779	44.698	48.465	211.144	192.041	191.064	175.47	20.187	19.273	17.643	18.259	167.736	167.135	172.897	171.482
INTU	14.065	12.836	13.88	14.518	11.266	9.064	11.104	12.574	12.538	13.66	11.062	9.666	11.2	8.856	9.499	6.885	9.312	8.062	8.65	8.397	7.927	6.625	6.676	5.739	6.491	6.154	5.121	5.406	4.789
RNF123	32.069	34.181	32.449	32.065	32.146	34.317	32.507	30.39	34.024	34.182	42.01	44.808	39.307	20.341	23.552	16.372	21.713	36.779	36.425	36.072	35.104	12.757	11.11	10.4	9.789	43.568	45.864	39.952	45.647
HSPA4L	63.439	57.514	59.194	58.834	57.532	47.957	54.619	57.152	24.933	23.586	34.201	33.046	36.85	9.686	10.142	5.882	6.34	32.779	29.923	29.016	23.609	2.027	2.57	2.581	2.032	23.165	18.981	21.333	20.123
MFSD8	19.129	20.963	19.141	19.527	28.653	27.541	27.873	28.24	13.718	15.926	20.979	21.487	24.488	8.081	9.667	8.593	8.569	21.03	19.742	19.805	17.688	6.339	7.13	8.345	7.705	25.435	21.246	23.756	19.512
ABHD18	24.858	24.017	24.272	23.706	23.583	22.312	22.61	24.016	19.928	21.882	21.63	22.011	22.031	12.233	14.919	11.737	14.793	24.342	25.509	23.147	22.593	6.521	7.054	8.345	6.939	23.603	24.569	26.8	22.289
CAMKV	0.477	0.414	0.369	0.541	0.638	0.37	0.418	0.538	0.307	0.302	0.26	0.32	0.423	0.332	0.084	0.271	0.046	0.437	0.206	0.528	0.396	0.26	0.076	0.1	0.026	0.109	0.271	0.311	0.433
MON1A	13.298	15.269	14.028	14.873	33.591	34.448	35.839	33.039	11.688	11.027	34.384	30.717	31.699	4.649	5.308	6.533	5.689	37.373	35.395	34.533	31.908	3.689	3.3	3.408	3.245	40.232	42.836	41.236	42.387
MST1R	64.991	68.568	64.344	62.505	61.531	59.004	53.187	50.624	84.103	82.433	67.57	86.763	76.501	36.061	48.11	55.595	48.674	83.62	80.882	84.387	76.674	19.668	17.081	14.911	13.298	67.581	69.67	58.053	59.199
RAD54L2	35.615	33.926	32.375	33.74	41.478	40.505	42.26	43.867	18.676	21.946	37.924	35.521	36.56	7.196	8.158	5.015	6.107	32.279	27.539	29.719	24.055	3.3	4.006	3.609	3.509	28.006	23.388	22.099	21.983
TEX264	43.987	51.947	46.384	50.678	57.287	56.454	61.603	56.844	42.736	44.238	63.926	58.696	59.198	23.441	24.53	33.314	24.662	54.497	50.283	47.502	45.955	13.068	10.884	12.605	12.375	57.818	51.206	59.027	54.359
DUSP7	7.45	8.016	6.589	7.75	10.29	12.833	10.766	11.269	5.029	6.258	14.992	12.374	12.917	2.186	2.71	2.738	3.228	10.749	8.827	9.342	7.16	1.663	1.814	1.704	1.583	8.889	6.622	7.663	6.623
POC1A	27.551	29.823	30.068	28.528	32.164	33.053	35.259	32.118	20.872	20.867	23.53	22.943	23.193	13.644	14.5	18.541	15.327	32.811	30.217	32.423	30.496	10.185	9.196	10.425	8.575	28.088	27.77	29.576	23.435
PPM1M	5.763	6.33	5.593	6.091	3.943	4.074	3.734	3.283	7.319	7.531	4.685	4.658	4.042	7.472	8.409	9.541	8.128	5.937	7.297	6.594	7.333	4.287	4.207	4.16	4.09	6.646	6.967	6.503	7.336
WDR82	183.567	184.232	177.896	182.711	225.902	229.521	238.591	231.908	133.876	145.165	207.604	192.335	196.957	122.298	123.683	107.639	127.166	200.489	187.657	192.339	184.661	90.05	101.053	105.705	97.811	193.719	183.629	191.206	189.135
PITX2	21.703	19.786	23.478	18.884	25.724	26.321	27.728	27.51	16.315	15.062	20.38	16.741	19.152	17.934	17.992	18.785	17.417	22.717	21.361	22.597	22.247	16.862	17.333	17.191	18.734	23.22	20.532	22.451	20.174
C4orf3	363.298	376.305	361.921	365.033	225.038	229.652	190.281	195.778	408.64	488.278	282.279	303.934	311.47	557.356	547.283	820.344	580.93	324.731	390.378	399.845	435.492	574.568	602.637	647.961	649.69	324.068	372.748	387.03	358.146
PRSS12	32.274	32.749	32.855	32.336	25.461	26.517	26.215	26.858	35.606	36.75	28.918	35.579	31.092	43.34	43.36	33.666	43.867	43.123	46.664	45.81	48.68	33.697	36.657	36.463	34.591	46.112	45.199	48.941	46.59
HMGB2	379.989	394.723	409.837	388.586	326.188	333.823	347.249	341.297	261.282	231.331	225.615	212.046	227.362	212.492	177.352	229.753	170.824	303.233	322.117	326.097	327.232	316.629	279.979	279.323	299.898	250.059	237.371	286.664	214.556
SAP30	38.565	38.284	36.196	36.329	28.597	28.456	25.99	27.261	27.035	27.276	30.636	27.572	30.193	29.668	28.05	33.124	26.148	29.655	27.598	28.532	26.186	43.388	43.711	41.851	46.913	20.376	17.405	21.043	16.099
MAD2L1	83.489	86.159	79.848	83.301	102.52	105.914	103.846	111.865	44.696	48.618	69.783	64.84	73.7	24.078	23.664	27.215	24.662	98.619	101.36	94.609	88.144	17.069	17.258	17.693	17.599	61.51	57.878	68.948	58.485
ANXA5	168.257	164.668	172.691	173.489	157.949	166.138	160.477	157.805	163.012	164.176	155.442	154.835	148.537	197.243	185.874	179.362	181.599	161.709	161.706	160.421	164.743	233.906	225.006	226.345	237.338	123.813	124.175	129.445	134.903
MAP9	11.866	11.69	10.632	9.916	13.989	12.616	13.228	14.705	6.847	8.049	11.453	7.803	11.359	2.214	2.738	4.31	2.136	8.031	7.238	7.364	6.317	0.909	0.428	0.977	0.712	7.904	5.884	6.793	7.336
FBXO8	24.346	23.779	26.967	26.769	16.88	16.755	15.884	17.796	30.695	28.334	19.183	20.177	19.469	29.059	27.491	26.266	31.931	21.249	23.156	25.037	25.616	19.018	19.374	19.848	19.631	22.454	21.713	24.771	22.62
CEP44	25.71	22.824	24.494	24.146	19.039	18.695	18.137	19.37	20.447	23.068	16.71	17.556	19.442	20.978	22.574	19.815	21.388	21.061	24.421	24.817	25.393	18.109	16.275	16.966	14.723	19.309	19.03	20.898	17.856
HPGD	179.953	175.134	180.314	181.357	234.088	245.449	240.57	248.629	150.923	186.015	294.487	314.94	285.635	121.219	131.981	139.516	169.5	246.267	272.187	237.049	257.619	70.772	76.514	80.945	81.241	494.758	502.044	563.241	512.256
TMEM144	61.649	59.263	59.785	60.306	58.47	66.564	59.881	61.797	58.745	58.264	62.703	63.122	64.825	44.308	47.802	43.207	49.998	52.716	56.844	58.163	51.801	24.76	25.975	29.646	26.808	70.699	66.347	78.703	63.809
GASK1B	83.779	78.207	80.882	81.897	82.411	80.901	78.806	86.889	54.495	53.193	73.557	66.179	72.67	30.941	30.565	22.58	32.976	51.435	54.02	47.986	47.317	14.913	16.099	15.412	16.016	66.761	56.942	66.276	59.581
NPY1R	0.119	0.143	0.055	0.254	0.526	0.458	0.37	0.192	0.142	0.129	0.495	0.233	0.37	0.166	0.251	0.136	0.163	0.25	0.177	0.176	0.173	0.052	0.025	0	0.079	0.273	0.32	0.414	0.28
NAA15	99.669	98.391	93.766	100.07	170.435	161.955	175.797	183.914	53.574	60.638	128.971	114.627	128.408	25.738	23.077	18.161	22.735	133.742	120.632	114.59	96.294	16.992	17.182	18.244	18.1	91.512	80.108	87.919	84.595
IL15	2.762	2.036	3.009	2.606	1.145	1.373	1.577	1.401	2.621	2.395	1.171	1.63	1.611	4.76	4.414	5.232	3.832	1.281	1.795	1.824	1.957	4.131	4.132	5.538	4.248	1.778	2.24	1.885	2.318
FAM160A1	46.084	35.66	43.763	39.662	18.176	16.385	15.916	16.856	68.284	56.15	22.28	26.757	23.008	157.944	149.442	91.294	121.639	29.655	34.777	35.5	43.676	128.502	135.14	149.61	122.64	32.382	32.324	29.431	32.172
ARFIP1	103.863	98.772	99.838	100.019	100.192	96.981	100.95	101.172	108.234	107.811	96.149	97.711	101.384	119.06	109.434	90.264	109.401	95.276	100.448	99.972	102.686	96.181	99.743	106.081	104.249	105.844	106.204	110.908	110.959
ICE1	69.799	65.896	63.292	68.428	89.452	76.718	88.768	95.125	41.107	47.388	78.086	70.925	71.217	22.832	26.038	15.478	24.523	62.09	57.58	57.416	47.07	12.393	15.091	13.207	13.483	58.747	49.237	50.784	50.385
ANAPC10	6.649	7.221	7.697	7.09	6.572	7.8	6.759	7.679	5.926	6.042	6.299	5.707	6.181	6.282	5.839	6.207	5.852	6.125	6.561	6.748	6.912	6.937	6.752	8.145	7.414	4.978	5.761	4.971	4.814
ABCE1	82.262	93.889	81.122	87.481	168.182	169.254	173.271	177.867	45.003	55.373	123.792	110.521	122.887	17.906	16.735	15.559	17.626	125.243	113.894	107.248	95.229	7.716	7.936	8.395	8.628	92.853	82.103	96.058	87.728
OTUD4	50.465	48.416	47.677	48.207	60.555	59.984	58.272	61.605	35.842	42.145	55.128	49.729	54.47	33.321	32.38	21.983	31.559	53.497	48.724	48.008	42.635	31.645	31.366	31.325	27.52	59.541	47.908	50.1	49.646
LSM6	27.807	30.729	28.886	29.256	40.576	41.638	43.676	42.888	17.945	20.285	33.941	27.689	31.831	10.268	11.79	14.339	10.427	31.248	32.806	29.917	26.706	4.988	4.812	5.864	5.515	20.348	18.612	24.087	20.658
TMEM184C	66.986	69.968	62.683	71.71	82.673	79.899	85.179	87.484	50.41	56.991	77.695	67.926	72.142	30.941	33.386	24.558	32.976	63.746	62.081	60.142	56.384	15.615	17.258	18.545	16.227	72.504	66.642	72.261	65.949
PRMT9	10.707	11.515	10.318	11.506	15.772	15.993	15.304	15.185	5.1	7.359	14.472	12.141	14.159	2.131	2.487	2.033	2.578	11.874	11.445	11.013	9.191	0.987	0.605	1.504	1.398	8.807	9.133	10.563	9.654
ITGA2	74.436	61.474	64.953	68.682	50.115	44.166	47.232	54.157	72.274	81.527	49.194	60.589	53.994	56.956	61.8	40.524	59.612	64.684	70.29	73.99	72.983	28.709	29.023	32.002	25.093	77.427	74.348	64.308	69.006
MOCS2	41.975	42.483	42.176	45.382	60.686	58.568	66.914	65.733	31.686	36.275	54.998	54.242	54.1	20.48	23.328	29.248	24.5	54.091	54.638	52.162	48.506	13.406	11.791	12.154	14.037	49.804	47.735	52.917	50.793
TMEM161B	30.637	25.639	27.687	26.363	24.748	24.774	21.339	23.191	23.895	27.061	23.27	25.767	25.333	18.017	20.786	19.083	23.292	29.311	30.07	31.851	31.338	9.769	9.8	11.352	11.135	30.55	30.01	30.321	32.58
